cpu_mode,benchmark,size,governor,n_runs,n_valid_edp,n_censored,n_zero_gpu_time,status,median_gpu_edp,median_gpu_time_sec,median_power_draw_w,median_launch_latency_sec,median_cpu_time_sec,median_memcpy_time_sec,gpu_edp_change_vs_default_pct,latency_change_vs_default_pct,latency_constraint_pass,valid_edp_comparison
cpu_powersave,heartwall-cuda,large,gpu_default,10,10,0,0,valid,4.7414615625000005,0.3375,41.626,0.4685,0.1254,0.005849999999999999,0.0,0.0,True,True
cpu_powersave,heartwall-cuda,large,gpu_ondemand,10,10,0,0,valid,4.46184295947,0.36245000000000005,33.8665,0.5032,0.13465,0.005849999999999999,-5.8973082317378855,7.406616862326554,False,True
cpu_powersave,heartwall-cuda,large,gpu_performance,10,10,0,0,valid,4.930458030735,0.33795,43.17,0.46955,0.1255,0.0059,3.9860381813439982,0.22411953041621135,True,True
cpu_powersave,heartwall-cuda,large,gpu_powersave,10,10,0,0,valid,86.80274792725501,3.80695,5.9895,3.94465,0.1325,0.0053,1730.7171065937541,741.974386339381,False,True
cpu_powersave,hotspot-cuda,large,gpu_default,10,10,0,0,valid,46.526609384000004,0.83805,66.221,1.3878,0.54775,0.0006,0.0,0.0,True,True
cpu_powersave,hotspot-cuda,large,gpu_ondemand,10,10,0,0,valid,47.20068436299999,0.8723000000000001,61.983999999999995,1.4346,0.56125,0.0006,1.4487945455827544,3.3722438391699194,True,True
cpu_powersave,hotspot-cuda,large,gpu_performance,10,10,0,0,valid,48.574867991695,0.8470500000000001,67.57300000000001,1.4028,0.55545,0.0006,4.402338005742079,1.0808473843493482,True,True
cpu_powersave,hotspot-cuda,large,gpu_powersave,10,10,0,0,valid,534.36476858074,8.4231,7.531000000000001,8.999749999999999,0.5759000000000001,0.0008,1048.5143139712698,548.4904164865254,False,True
cpu_powersave,hybridsort-cuda,large,gpu_default,10,10,0,0,valid,0.058353236365,0.0803,9.0615,10.31245,10.1421,0.0894,0.0,0.0,True,True
cpu_powersave,hybridsort-cuda,large,gpu_ondemand,10,10,0,0,valid,0.4421717366,0.29885,4.933,10.6729,10.2777,0.0952,657.7501508814557,3.495289674131752,True,True
cpu_powersave,hybridsort-cuda,large,gpu_performance,10,10,0,0,valid,0.10035807275999999,0.0803,15.564,10.35415,10.18385,0.0907,71.98373048627393,0.40436559692411667,True,True
cpu_powersave,hybridsort-cuda,large,gpu_powersave,10,10,0,0,valid,0.44000011151000007,0.2986,4.9365000000000006,10.57545,10.18355,0.09305,654.0286347749344,2.550315395468572,True,True
cpu_powersave,ising-cuda,large,gpu_default,10,10,0,0,valid,4354.534245322269,8.671050000000001,57.916,9.32075,0.6269,0.025050000000000003,0.0,0.0,True,True
cpu_powersave,ising-cuda,large,gpu_ondemand,10,10,0,0,valid,4592.132237960181,8.683,61.003,9.34585,0.63625,0.0263,5.456335379452892,0.2692916342569074,True,True
cpu_powersave,ising-cuda,large,gpu_performance,10,10,0,0,valid,4721.576345030399,8.6082,63.724999999999994,9.27245,0.6302,0.02595,8.428963444308991,-0.5181986428130947,True,True
cpu_powersave,ising-cuda,large,gpu_powersave,10,10,0,0,valid,14959.679328634138,42.336600000000004,8.345500000000001,43.0036,0.6373,0.0283,243.54258080997147,361.3748893597618,False,True
cpu_powersave,kmeans-cuda,large,gpu_default,10,10,0,0,valid,186.09416885754501,1.7287,62.307,2.8467000000000002,1.09125,0.026099999999999998,0.0,0.0,True,True
cpu_powersave,kmeans-cuda,large,gpu_ondemand,10,10,0,0,valid,222.966048161,2.4648000000000003,36.7575,3.5802,1.08515,0.028450000000000003,19.813559731514417,25.76667720518495,False,True
cpu_powersave,kmeans-cuda,large,gpu_performance,10,10,0,0,valid,203.29794346289003,1.7319499999999999,67.6785,2.86885,1.1099,0.02645,9.244660760173783,0.778093933326307,True,True
cpu_powersave,kmeans-cuda,large,gpu_powersave,10,10,0,0,valid,2312.0719895677557,17.53385,7.522,18.642249999999997,1.0669,0.0404,1142.420438943278,554.872308286788,False,True
cpu_powersave,lavaMD-cuda,large,gpu_default,10,10,0,0,valid,194.165394892495,3.65215,14.5535,35.8559,31.24435,0.92065,0.0,0.0,True,True
cpu_powersave,lavaMD-cuda,large,gpu_ondemand,10,10,0,0,valid,187.85950619168,3.6593,14.025500000000001,35.783,30.98565,1.17415,-3.2476892724918494,-0.20331382004076248,True,True
cpu_powersave,lavaMD-cuda,large,gpu_performance,10,10,0,0,valid,309.161989982425,3.6513,23.204,35.74265,31.143,0.9359999999999999,59.22610213503854,-0.31584760109215626,True,True
cpu_powersave,lavaMD-cuda,large,gpu_powersave,10,10,0,0,valid,10203.68025628113,40.67315,6.1690000000000005,73.428,31.3338,1.4267,5155.148715830995,104.78638104189271,False,True
cpu_powersave,leukocyte-cuda,large,gpu_default,10,10,0,0,valid,3.7582769385,0.39385,24.243499999999997,1.009,0.60865,0.0064,0.0,0.0,True,True
cpu_powersave,leukocyte-cuda,large,gpu_ondemand,10,10,0,0,valid,8.723830207595,0.8301499999999999,12.656500000000001,1.4639,0.62595,0.0075,132.12313382836678,45.084241823587725,False,True
cpu_powersave,leukocyte-cuda,large,gpu_performance,10,10,0,0,valid,3.9634127224199998,0.39265,25.7205,1.00735,0.6086,0.00635,5.458240232873135,-0.16352824578790282,True,True
cpu_powersave,leukocyte-cuda,large,gpu_powersave,10,10,0,0,valid,119.49627761816501,4.5994,5.6485,5.2336,0.6234,0.0107,3079.549553521148,418.6917740336968,False,True
cpu_powersave,lud-cuda,large,gpu_default,10,10,0,0,valid,341.86334586902,3.31875,31.0415,3.9888000000000003,0.58135,0.0882,0.0,0.0,True,True
cpu_powersave,lud-cuda,large,gpu_ondemand,10,10,0,0,valid,399.051218007075,3.3479,35.6235,4.02725,0.5891500000000001,0.08965000000000001,16.72828421914694,0.9639490573606135,True,True
cpu_powersave,lud-cuda,large,gpu_performance,10,10,0,0,valid,410.26156749678,3.32065,37.209500000000006,3.999,0.5879,0.08965000000000001,20.007474464362662,0.25571600481346657,True,True
cpu_powersave,lud-cuda,large,gpu_powersave,10,10,0,0,valid,385.17382763575,6.7701,8.396,7.50215,0.6003499999999999,0.12825,12.66894573228794,88.08037505014039,False,True
cpu_powersave,lulesh-cuda,large,gpu_default,10,10,0,0,valid,286.277280790185,3.5369,22.881,7.365399999999999,2.0482500000000003,1.77795,0.0,0.0,True,True
cpu_powersave,lulesh-cuda,large,gpu_ondemand,10,10,0,0,valid,328.73631646540497,4.75995,14.509,8.66055,2.044,1.8371,14.831437394551262,17.584245254840212,False,True
cpu_powersave,lulesh-cuda,large,gpu_performance,10,10,0,0,valid,331.628259969405,3.5469,26.360500000000002,7.36375,2.0614999999999997,1.7567,15.841627059626195,-0.022402041980063014,True,True
cpu_powersave,lulesh-cuda,large,gpu_powersave,10,10,0,0,valid,4045.0099590758246,26.39785,5.805,31.026850000000003,2.0218999999999996,2.6046,1312.9692541129193,321.25139164200186,False,True
cpu_powersave,memcpy-cuda,large,gpu_default,10,0,0,10,instrumentation_limited,,0.0,12.7825,13.2288,13.2288,0.0,,0.0,True,False
cpu_powersave,memcpy-cuda,large,gpu_ondemand,10,0,0,10,instrumentation_limited,,0.0,8.1105,17.4009,17.4009,0.0,,31.53800798258346,False,False
cpu_powersave,memcpy-cuda,large,gpu_performance,10,0,0,10,instrumentation_limited,,0.0,17.167,13.19975,13.19975,0.0,,-0.21959663763908566,True,False
cpu_powersave,memcpy-cuda,large,gpu_powersave,10,0,0,10,instrumentation_limited,,0.0,5.194,24.75245,24.75245,0.0,,87.11031990807933,False,False
cpu_powersave,mixbench-cuda,large,gpu_default,10,10,0,0,valid,11370.68396090725,17.52415,37.0265,17.6907,0.154,0.0179,0.0,0.0,True,True
cpu_powersave,mixbench-cuda,large,gpu_ondemand,10,10,0,0,valid,11038.965482702937,17.56785,35.7285,17.74845,0.16294999999999998,0.0185,-2.9173133238490467,0.32644270718511503,True,True
cpu_powersave,mixbench-cuda,large,gpu_performance,10,10,0,0,valid,11827.769340419749,17.637,38.0105,17.81095,0.15535,0.0182,4.019858269599008,0.6797356803291965,True,True
cpu_powersave,mixbench-cuda,large,gpu_powersave,10,0,10,0,censored_failure,,,5.5985,0.0,,,,-100.0,True,False
cpu_powersave,myocyte-cuda,large,gpu_default,10,10,0,0,valid,9343.867303827166,23.00995,17.6415,30.92355,3.01975,4.8967,0.0,0.0,True,True
cpu_powersave,myocyte-cuda,large,gpu_ondemand,10,10,0,0,valid,12989.078094241178,35.79555,10.154499999999999,44.430099999999996,3.3282499999999997,5.286250000000001,39.0117996316254,43.677229813524,False,True
cpu_powersave,myocyte-cuda,large,gpu_performance,10,10,0,0,valid,9478.515920249141,23.017049999999998,17.9125,30.95535,3.03235,4.9058,1.4410373354384554,0.10283424768502414,True,True
cpu_powersave,myocyte-cuda,large,gpu_powersave,10,0,10,0,censored_failure,,,4.981,0.0,,,,-100.0,True,False
cpu_powersave,nbody-cuda,large,gpu_default,10,10,0,0,valid,8597.456522815599,9.4652,96.029,9.58555,0.12005,0.0011,0.0,0.0,True,True
cpu_powersave,nbody-cuda,large,gpu_ondemand,10,10,0,0,valid,8578.61049393334,9.525400000000001,94.6045,9.65715,0.13055,0.0011,-0.2192047012072207,0.7469576602281647,True,True
cpu_powersave,nbody-cuda,large,gpu_performance,10,10,0,0,valid,8607.025683949236,9.4713,95.92750000000001,9.59365,0.1197,0.0011,0.11130223349478108,0.08450219340569998,True,True
cpu_powersave,nbody-cuda,large,gpu_powersave,10,10,0,0,valid,77826.55649938656,101.97184999999999,7.486,102.09225,0.11695,0.0016,805.2276832439156,965.0640808299995,False,True
cpu_powersave,nn-cuda,large,gpu_default,10,10,0,0,valid,76.595833493725,1.9377499999999999,20.377000000000002,3.3735,1.43485,0.0001,0.0,0.0,True,True
cpu_powersave,nn-cuda,large,gpu_ondemand,10,10,0,0,valid,73.91038426634,2.5315000000000003,11.5055,3.80335,1.2688000000000001,0.0001,-3.505999092763956,12.741959389358225,False,True
cpu_powersave,nn-cuda,large,gpu_performance,10,10,0,0,valid,77.70901960274999,1.9384000000000001,20.695999999999998,3.37355,1.4357,0.0001,1.4533246238729092,0.0014821402104514547,True,True
cpu_powersave,nn-cuda,large,gpu_powersave,10,10,0,0,valid,259.21173045373996,6.84435,5.5315,8.09355,1.2508,0.0001,238.41492236646985,139.91551800800357,False,True
cpu_powersave,nw-cuda,large,gpu_default,10,10,0,0,valid,1.4679907075400003,0.36865000000000003,10.813500000000001,14.85205,11.63375,2.85485,0.0,0.0,True,True
cpu_powersave,nw-cuda,large,gpu_ondemand,10,10,0,0,valid,0.86496937587,0.3705,6.2865,14.85405,11.39055,3.0848,-41.078007413311155,0.013466154503927186,True,True
cpu_powersave,nw-cuda,large,gpu_performance,10,10,0,0,valid,2.2486473252,0.3715,16.333,14.79325,11.54035,2.87595,53.17858033094722,-0.39590494241535934,True,True
cpu_powersave,nw-cuda,large,gpu_powersave,10,10,0,0,valid,13.27281523637,1.5959,5.213,16.1191,11.3224,3.232,804.1484505451706,8.531145532098261,False,True
cpu_powersave,particlefilter-cuda,large,gpu_default,10,10,0,0,valid,1173.91654658181,4.2157,66.02099999999999,4.352650000000001,0.13635,0.0035,0.0,0.0,True,True
cpu_powersave,particlefilter-cuda,large,gpu_ondemand,10,10,0,0,valid,1344.5850915734852,4.1922999999999995,76.4795,4.33955,0.14175,0.0036,14.53838822603062,-0.30096607813632215,True,True
cpu_powersave,particlefilter-cuda,large,gpu_performance,10,10,0,0,valid,1338.8587899305248,4.16535,77.17699999999999,4.30975,0.1398,0.0036,14.050593615789019,-0.985606469621958,True,True
cpu_powersave,particlefilter-cuda,large,gpu_powersave,10,10,0,0,valid,12979.62381548345,44.12995,6.665,44.2757,0.14,0.00395,1005.6683589031346,917.212502728223,False,True
cpu_powersave,pathfinder-cuda,large,gpu_default,10,10,0,0,valid,62.73423876224999,2.08135,14.488,15.92485,13.70105,0.14405,0.0,0.0,True,True
cpu_powersave,pathfinder-cuda,large,gpu_ondemand,10,10,0,0,valid,85.580536072795,2.466,13.9755,16.406399999999998,13.69835,0.23895,36.417589120875185,3.0238903349168123,True,True
cpu_powersave,pathfinder-cuda,large,gpu_performance,10,10,0,0,valid,104.414824606365,2.0924,23.848,15.949950000000001,13.70685,0.14934999999999998,66.43993243000199,0.15761529935918173,True,True
cpu_powersave,pathfinder-cuda,large,gpu_powersave,10,10,0,0,valid,3218.5172484121354,23.2471,5.9565,37.119550000000004,13.63275,0.23885,5030.399781544591,133.0919914473292,False,True
cpu_powersave,srad-cuda,large,gpu_default,10,10,0,0,valid,2543.6484155347653,9.56755,27.807000000000002,12.655850000000001,3.0616,0.026000000000000002,0.0,0.0,True,True
cpu_powersave,srad-cuda,large,gpu_ondemand,10,10,0,0,valid,3022.0381345163896,9.9437,30.5735,13.0789,3.1086,0.0322,18.807226504259233,3.342722930502484,True,True
cpu_powersave,srad-cuda,large,gpu_performance,10,10,0,0,valid,3114.27897841323,9.5792,33.927,12.71215,3.1061,0.026799999999999997,22.433547002544294,0.44485356574230916,True,True
cpu_powersave,srad-cuda,large,gpu_powersave,10,10,0,0,valid,5381.149246273685,26.72155,7.5365,29.8576,3.091,0.0383,111.5523990426317,135.91935745129723,False,True
cpu_powersave,stencil1d-cuda,large,gpu_default,10,10,0,0,valid,2485.8245014073354,8.70115,32.8335,9.4499,0.57515,0.1731,0.0,0.0,True,True
cpu_powersave,stencil1d-cuda,large,gpu_ondemand,10,10,0,0,valid,2929.3499927619996,8.72795,38.443,9.49255,0.59205,0.17725000000000002,17.84218842092693,0.4513275272754136,True,True
cpu_powersave,stencil1d-cuda,large,gpu_performance,10,10,0,0,valid,3037.740536544995,8.71855,39.947,9.48185,0.58475,0.1763,22.202534202442514,0.33809881586048807,True,True
cpu_powersave,stencil1d-cuda,large,gpu_powersave,10,10,0,0,valid,9936.13380813905,37.894800000000004,6.9145,38.67745,0.5904499999999999,0.19035,299.71179793721416,309.2895162911777,False,True
cpu_powersave,stencil3d-cuda,large,gpu_default,10,10,0,0,valid,308.9297529277,4.14515,17.938499999999998,9.6584,4.83065,0.6906000000000001,0.0,0.0,True,True
cpu_powersave,stencil3d-cuda,large,gpu_ondemand,10,10,0,0,valid,310.12883429102,4.2139,17.3245,9.97095,4.822900000000001,0.9135,0.38814045975059663,3.2360432369750614,True,True
cpu_powersave,stencil3d-cuda,large,gpu_performance,10,10,0,0,valid,397.74736792957503,4.1617,22.9545,9.6878,4.794449999999999,0.7093499999999999,28.750100681516866,0.30439824401555793,True,True
cpu_powersave,stencil3d-cuda,large,gpu_powersave,10,10,0,0,valid,2680.21229232522,21.3955,5.8545,27.153599999999997,4.8162,0.943,767.5798517057954,181.1397332891576,False,True
cpu_powersave,streamcluster-cuda,large,gpu_default,10,10,0,0,valid,2.8290653649,0.47204999999999997,12.7625,5.174799999999999,4.26185,0.44089999999999996,0.0,0.0,True,True
cpu_powersave,streamcluster-cuda,large,gpu_ondemand,10,10,0,0,valid,2.428070948505,0.6561,5.6345,6.305300000000001,4.97035,0.67925,-14.17409514004545,21.846254927726715,False,True
cpu_powersave,streamcluster-cuda,large,gpu_performance,10,10,0,0,valid,4.158513158595,0.48885,17.359,5.2105,4.2778,0.44320000000000004,46.99247356350824,0.6898817345597941,True,True
cpu_powersave,streamcluster-cuda,large,gpu_powersave,10,10,0,0,valid,2.373036874115,0.65905,5.4595,6.0464,4.711650000000001,0.6759,-16.119404537021698,16.843163020793096,False,True
cpu_powersave,triad-cuda,large,gpu_default,10,10,0,0,valid,0.08540264554499999,0.06875,18.044,0.607,0.53825,0.0,0.0,0.0,True,True
cpu_powersave,triad-cuda,large,gpu_ondemand,10,10,0,0,valid,0.06439795385,0.0687,13.595500000000001,0.66995,0.60135,0.0,-24.59489581494556,10.370675453047795,False,True
cpu_powersave,triad-cuda,large,gpu_performance,10,10,0,0,valid,0.0956746755,0.069,20.0955,0.61005,0.5411,0.0,12.027765521136601,0.5024711696869799,True,True
cpu_powersave,triad-cuda,large,gpu_powersave,10,10,0,0,valid,0.101145319105,0.1346,5.583500000000001,1.4468999999999999,1.3123,0.0,18.433472944002595,138.36902800658976,False,True
