experiment_ts,cpu_governor,governor,benchmark,size,run,avg_cpu_time_sec,avg_gpu_memcpy_sec,avg_gpu_time_sec,avg_launch_time_sec,bus_width_bits,cgroup_mem_anon_bytes_avg,cgroup_mem_anon_bytes_max,cgroup_mem_anon_bytes_min,cgroup_mem_direct_reclaim_steal_avg,cgroup_mem_direct_reclaim_steal_max,cgroup_mem_direct_reclaim_steal_min,cgroup_mem_file_bytes_avg,cgroup_mem_file_bytes_max,cgroup_mem_file_bytes_min,cgroup_mem_kernel_bytes_avg,cgroup_mem_kernel_bytes_max,cgroup_mem_kernel_bytes_min,cgroup_mem_kswapd_steal_avg,cgroup_mem_kswapd_steal_max,cgroup_mem_kswapd_steal_min,cgroup_mem_slab_bytes_avg,cgroup_mem_slab_bytes_max,cgroup_mem_slab_bytes_min,completed_launches,cpu_active_pct_avg,cpu_active_pct_max,cpu_active_pct_min,cpu_active_pct_samples,cpu_ctxt_switch_rate_avg,cpu_ctxt_switch_rate_max,cpu_ctxt_switch_rate_min,cpu_ctxt_switch_rate_samples,cpu_freq_mhz_avg,cpu_freq_mhz_max,cpu_freq_mhz_min,cpu_freq_mhz_samples,cpu_iowait_pct_avg,cpu_iowait_pct_max,cpu_iowait_pct_min,cpu_iowait_pct_samples,cpu_procs_blocked_avg,cpu_procs_blocked_max,cpu_procs_blocked_min,cpu_procs_blocked_samples,cpu_procs_running_avg,cpu_procs_running_max,cpu_procs_running_min,cpu_procs_running_samples,cpu_system_pct_avg,cpu_system_pct_max,cpu_system_pct_min,cpu_system_pct_samples,cpu_temp_c_avg,cpu_temp_c_max,cpu_temp_c_min,cpu_temp_c_samples,cpu_user_pct_avg,cpu_user_pct_max,cpu_user_pct_min,cpu_user_pct_samples,dram_active_pct_avg,dram_active_pct_max,dram_active_pct_min,dram_active_pct_samples,dram_bandwidth_gbps,dram_type,duration_actual_sec,duration_target_sec,gpu_temp_c_avg,gpu_temp_c_max,gpu_temp_c_min,gpu_temp_c_samples,interconnect,interconnect_gen_max,interconnect_width_max,launch_time_stdev_sec,loadavg_15min_avg,loadavg_15min_max,loadavg_15min_min,loadavg_15min_samples,loadavg_1min_avg,loadavg_1min_max,loadavg_1min_min,loadavg_1min_samples,loadavg_5min_avg,loadavg_5min_max,loadavg_5min_min,loadavg_5min_samples,max_gpu_time_sec,max_launch_time_sec,mem_clock_mhz_est,min_gpu_time_sec,min_launch_time_sec,parallel,pcie_gen_avg,pcie_gen_max,pcie_gen_max_avg,pcie_gen_max_max,pcie_gen_max_min,pcie_gen_max_samples,pcie_gen_min,pcie_gen_samples,pcie_samples,pcie_width_avg,pcie_width_max,pcie_width_max_avg,pcie_width_max_max,pcie_width_max_min,pcie_width_max_samples,pcie_width_min,pcie_width_samples,peak_power_w,power_draw_w_avg,power_draw_w_max,power_draw_w_min,power_draw_w_samples,sm_active_pct_avg,sm_active_pct_max,sm_active_pct_min,sm_active_pct_samples,sm_clock_mhz_avg,sm_clock_mhz_max,sm_clock_mhz_min,sm_clock_mhz_samples,sys_mem_avail_gb_avg,sys_mem_avail_gb_max,sys_mem_avail_gb_min,sys_mem_avail_gb_samples,sys_mem_free_gb_avg,sys_mem_free_gb_max,sys_mem_free_gb_min,sys_mem_free_gb_samples,sys_mem_pressure_full_avg,sys_mem_pressure_full_max,sys_mem_pressure_full_min,sys_mem_pressure_full_samples,sys_mem_pressure_some_avg,sys_mem_pressure_some_max,sys_mem_pressure_some_min,sys_mem_pressure_some_samples,sys_mem_total_gb_avg,sys_mem_total_gb_max,sys_mem_total_gb_min,sys_mem_total_gb_samples,sys_mem_used_gb_avg,sys_mem_used_gb_max,sys_mem_used_gb_min,sys_mem_used_gb_samples,sys_mem_used_pct_avg,sys_mem_used_pct_max,sys_mem_used_pct_min,sys_mem_used_pct_samples,sys_swap_total_gb_avg,sys_swap_total_gb_max,sys_swap_total_gb_min,sys_swap_total_gb_samples,sys_swap_used_gb_avg,sys_swap_used_gb_max,sys_swap_used_gb_min,sys_swap_used_gb_samples,total_launches,video_clock_mhz_avg,video_clock_mhz_max,video_clock_mhz_min,video_clock_mhz_samples,vmstat_pgfault_rate_avg,vmstat_pgfault_rate_max,vmstat_pgfault_rate_samples,vmstat_pgmajfault_rate_avg,vmstat_pgmajfault_rate_max,vmstat_pgmajfault_rate_samples,vmstat_pgscan_rate_avg,vmstat_pgscan_rate_max,vmstat_pgscan_rate_samples,vmstat_pgsteal_rate_avg,vmstat_pgsteal_rate_max,vmstat_pgsteal_rate_samples,vmstat_pswpin_rate_avg,vmstat_pswpin_rate_max,vmstat_pswpin_rate_samples,vmstat_pswpout_rate_avg,vmstat_pswpout_rate_max,vmstat_pswpout_rate_samples
20260717_225556,cpu_powersave,gpu_powersave,bh-cuda,large,10,0.1597,0.0007,47.722,47.8824,256,1324660685.223,1326804992,1263353856,0.0,0,0,6399876646.083,6400339968,6355914752,580988454.083,581459968,579919872,0.0,0,0,558236400.926,558441400,558046408,2,5.414,5.6,0.5,121,2624.579,2945,1580,121,858.0,858.0,858.0,121,0.012,0.1,0.0,121,0.008,1,0,121,2.157,4,2,121,3.0,4.0,0.2,121,45.502,46.4,41.4,121,2.437,5.2,0.1,121,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),120.88,120,40.822,41.0,40.0,1201,NVLink-C2C,5,16,0.0705,0.929,0.94,0.92,121,0.875,1.02,0.59,121,0.87,0.91,0.82,121,47.7357,47.9323,N/A,47.7084,47.8326,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,5.66,5.566,5.66,4.39,1201,94.777,96.0,0.0,1201,213.88,214.0,208.0,1201,117.985,118.31,117.97,121,112.701,113.02,112.69,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,3.705,3.72,3.38,121,3.006,3.1,2.8,121,16.0,16.0,16.0,121,0.0,0,0,121,3,597.942,598.0,591.0,1201,2691.7,42795,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260717_225837,cpu_powersave,gpu_powersave,fft-cuda,large,1,0.5712,0.0321,35.8135,36.4168,256,1846639082.843,1858768896,1262755840,0.0,0,0,6399510003.306,6400626688,6356353024,582003855.868,582569984,579891200,0.0,0,0,558271212.298,558522704,557994816,3,5.417,5.6,2.9,121,2600.975,3030,1689,121,858.0,858.0,858.0,121,0.009,0.1,0.0,121,0.0,0,0,121,2.099,4,2,121,0.96,4.0,0.2,121,45.908,47.5,43.6,121,4.474,5.3,1.4,121,0.0,0.0,0.0,1200,N/A,LPDDR5X (unified),121.332,120,41.0,41.0,41.0,1200,NVLink-C2C,5,16,0.0137,0.966,0.98,0.94,121,1.148,1.28,1.0,121,0.986,1.02,0.92,121,35.8195,36.4325,N/A,35.8091,36.407,1,1.0,1.0,5.0,5.0,5.0,1200,1.0,1200,2,1.0,1.0,16.0,16.0,16.0,1200,1.0,1200,5.69,5.623,5.69,4.9,1200,93.312,96.0,0.0,1200,213.925,214.0,208.0,1200,117.271,118.28,117.23,121,111.986,112.99,111.94,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.419,4.46,3.41,121,3.617,3.7,2.8,121,16.0,16.0,16.0,121,0.0,0,0,121,4,597.883,598.0,591.0,1200,7207.0,302197,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260717_230109,cpu_powersave,gpu_powersave,fft-cuda,large,2,0.5683,0.032,35.8129,36.4132,256,1847369423.339,1858887680,1267007488,0.0,0,0,6399788294.347,6400929792,6356619264,582054937.388,582524928,580022272,0.0,0,0,558316362.182,558534216,558056576,3,5.405,5.6,0.5,121,2611.124,3012,1598,121,858.0,858.0,858.0,121,0.009,0.1,0.0,121,0.0,0,0,121,2.132,4,2,121,0.975,4.0,0.2,121,46.06,47.8,41.6,121,4.448,5.2,0.1,121,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),120.367,120,40.932,42.0,40.0,1201,NVLink-C2C,5,16,0.0188,0.974,0.98,0.96,121,0.975,1.05,0.81,121,0.979,1.0,0.95,121,35.8207,36.4269,N/A,35.8089,36.3917,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,5.73,5.637,5.73,4.45,1201,93.659,96.0,0.0,1201,213.95,214.0,208.0,1201,117.28,118.3,117.25,121,111.991,113.01,111.96,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.41,4.44,3.39,121,3.583,3.6,2.8,121,16.0,16.0,16.0,121,0.0,0,0,121,4,597.883,598.0,591.0,1201,7168.5,302420,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260717_230341,cpu_powersave,gpu_powersave,fft-cuda,large,3,0.5789,0.032,35.8141,36.4251,256,1846358151.405,1858895872,1263005696,0.0,0,0,6400066077.62,6401179648,6356905984,582099180.959,582619136,579932160,0.0,0,0,558345402.446,558619016,558091704,3,5.407,5.7,0.5,121,2606.413,3038,1561,121,858.0,858.0,858.0,121,0.005,0.1,0.0,121,0.0,0,0,121,2.19,4,2,121,0.969,3.9,0.2,121,46.318,47.9,41.7,121,4.455,5.3,0.2,121,0.0,0.0,0.0,1203,N/A,LPDDR5X (unified),121.274,120,40.948,41.0,40.0,1203,NVLink-C2C,5,16,0.0191,0.97,0.98,0.95,121,0.948,1.11,0.62,121,0.955,0.99,0.9,121,35.8213,36.4459,N/A,35.809,36.4085,1,1.0,1.0,5.0,5.0,5.0,1203,1.0,1203,2,1.0,1.0,16.0,16.0,16.0,1203,1.0,1203,5.69,5.62,5.69,4.41,1203,93.686,96.0,0.0,1203,213.905,214.0,208.0,1203,117.276,118.3,117.24,121,111.99,113.02,111.95,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.414,4.45,3.39,121,3.591,3.7,2.8,121,16.0,16.0,16.0,121,0.0,0,0,121,4,597.884,598.0,591.0,1203,7141.4,302447,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260717_230613,cpu_powersave,gpu_powersave,fft-cuda,large,4,0.5666,0.032,35.8139,36.4125,256,1844613153.851,1858592768,1262538752,0.0,0,0,6400360515.702,6401486848,6357180416,582118679.273,582574080,579919872,0.0,0,0,558367803.372,558589856,558095736,3,5.386,5.6,0.5,121,2597.397,3039,1594,121,858.0,858.0,858.0,121,0.01,0.1,0.0,121,0.0,0,0,121,2.14,3,2,121,0.968,4.0,0.2,121,46.1,47.0,41.7,121,4.439,5.2,0.2,121,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),120.271,120,40.933,41.0,40.0,1201,NVLink-C2C,5,16,0.0096,0.97,0.98,0.96,121,0.916,0.98,0.81,121,0.944,0.96,0.93,121,35.8209,36.4213,N/A,35.8089,36.4023,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,5.71,5.606,5.71,4.43,1201,93.222,96.0,0.0,1201,213.97,214.0,208.0,1201,117.264,118.3,117.22,121,111.977,113.01,111.94,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.426,4.47,3.39,121,3.647,3.7,2.8,121,16.0,16.0,16.0,121,0.0,0,0,121,4,597.913,598.0,591.0,1201,7182.6,302627,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260717_230846,cpu_powersave,gpu_powersave,fft-cuda,large,5,0.5784,0.032,35.8136,36.424,256,1846063747.174,1858158592,1263276032,0.0,0,0,6400648454.347,6401773568,6357475328,582105646.545,582537216,579944448,0.0,0,0,558349995.769,558542448,558119432,3,5.416,5.7,0.5,121,2610.694,2971,1559,121,858.0,858.0,858.0,121,0.007,0.1,0.0,121,0.0,0,0,121,2.231,4,2,121,0.983,4.0,0.2,121,45.945,46.5,41.6,121,4.453,5.2,0.1,121,0.0,0.0,0.0,1203,N/A,LPDDR5X (unified),121.024,120,41.234,42.0,40.0,1203,NVLink-C2C,5,16,0.0277,0.959,0.97,0.95,121,0.894,1.06,0.65,121,0.915,0.95,0.88,121,35.8199,36.4558,N/A,35.809,36.405,1,1.0,1.0,5.0,5.0,5.0,1203,1.0,1203,2,1.0,1.0,16.0,16.0,16.0,1203,1.0,1203,5.73,5.631,5.73,4.41,1203,93.702,96.0,0.0,1203,213.95,214.0,208.0,1203,117.271,118.29,117.24,121,111.983,113.01,111.95,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.419,4.45,3.4,121,3.603,3.7,2.8,121,16.0,16.0,16.0,121,0.0,0,0,121,4,597.884,598.0,591.0,1203,7152.7,302533,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260717_231119,cpu_powersave,gpu_powersave,fft-cuda,large,6,0.5679,0.032,35.8136,36.4135,256,1847303751.934,1858842624,1263013888,0.0,0,0,6400929859.702,6402052096,6357753856,582140513.322,582643712,579862528,0.0,0,0,558417733.554,558648136,558017576,3,5.414,5.6,0.5,121,2612.545,2958,1589,121,858.0,858.0,858.0,121,0.009,0.2,0.0,121,0.0,0,0,121,2.132,3,2,121,0.989,4.0,0.2,121,45.949,46.8,41.7,121,4.452,5.3,0.2,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),121.128,120,40.987,42.0,40.0,1202,NVLink-C2C,5,16,0.0241,0.948,0.96,0.94,121,0.864,0.98,0.63,121,0.897,0.93,0.86,121,35.8198,36.4389,N/A,35.809,36.3909,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,5.69,5.609,5.69,4.41,1202,93.471,96.0,0.0,1202,213.95,214.0,208.0,1202,117.266,118.31,117.23,121,111.977,113.02,111.94,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.424,4.46,3.38,121,3.631,3.7,2.8,121,16.0,16.0,16.0,121,0.0,0,0,121,4,597.884,598.0,591.0,1202,7153.8,302721,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260717_231351,cpu_powersave,gpu_powersave,fft-cuda,large,7,0.5593,0.032,35.8139,36.4053,256,1848498192.926,1858646016,1264074752,0.0,0,0,6401189634.116,6402306048,6358024192,582196063.207,582647808,580161536,0.0,0,0,558487662.215,558665776,558191064,3,5.389,5.6,0.5,121,2588.992,3044,1593,121,858.0,858.0,858.0,121,0.007,0.1,0.0,121,0.0,0,0,121,2.132,3,2,121,0.957,4.0,0.2,121,45.591,46.1,41.7,121,4.457,5.2,0.2,121,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),120.521,120,40.944,41.0,40.0,1201,NVLink-C2C,5,16,0.0092,0.942,0.95,0.93,121,0.911,1.02,0.66,121,0.899,0.93,0.85,121,35.8211,36.4139,N/A,35.8086,36.3956,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,5.67,5.597,5.67,4.4,1201,93.546,96.0,0.0,1201,213.95,214.0,208.0,1201,117.272,118.29,117.25,121,111.983,113.0,111.96,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.418,4.44,3.4,121,3.584,3.6,2.8,121,16.0,16.0,16.0,121,0.0,0,0,121,4,597.843,598.0,591.0,1201,7163.4,302589,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260717_231623,cpu_powersave,gpu_powersave,fft-cuda,large,8,0.5467,0.032,35.814,36.3927,256,1849104400.926,1859235840,1262415872,0.0,0,0,6401792423.14,6402588672,6358278144,582267320.066,583069696,579964928,0.0,0,0,558558977.124,558835120,558270688,3,5.394,5.7,0.5,121,2594.595,2983,1558,121,858.0,858.0,858.0,121,0.012,0.1,0.0,121,0.0,0,0,121,2.099,3,2,121,0.963,3.9,0.1,121,45.971,47.5,41.7,121,4.445,5.2,0.2,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),120.364,120,40.948,41.0,40.0,1202,NVLink-C2C,5,16,0.0402,0.943,0.96,0.93,121,0.939,1.08,0.78,121,0.91,0.95,0.88,121,35.8211,36.4297,N/A,35.809,36.3499,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,5.73,5.602,5.73,4.38,1202,93.702,96.0,0.0,1202,213.975,214.0,208.0,1202,117.26,118.3,117.23,121,111.972,113.01,111.95,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.43,4.46,3.39,121,3.679,3.7,2.8,121,16.0,16.0,16.0,121,0.0,0,0,121,4,597.854,598.0,591.0,1202,7168.5,302491,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260717_231855,cpu_powersave,gpu_powersave,fft-cuda,large,9,0.5637,0.032,35.8135,36.4093,256,1848437700.76,1858883584,1264242688,0.0,0,0,6401726277.818,6402854912,6358560768,582254490.446,582717440,580120576,0.0,0,0,558566937.388,558765872,558241640,3,5.4,5.6,0.5,121,2599.273,2901,1567,121,858.0,858.0,858.0,121,0.01,0.1,0.0,121,0.0,0,0,121,2.124,4,2,121,0.97,3.9,0.1,121,45.966,47.5,41.7,121,4.446,5.3,0.2,121,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),120.438,120,40.935,41.0,40.0,1201,NVLink-C2C,5,16,0.0069,0.947,0.96,0.94,121,0.947,1.08,0.76,121,0.928,0.96,0.89,121,35.8199,36.4163,N/A,35.809,36.4025,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,5.72,5.612,5.72,4.41,1201,93.336,96.0,0.0,1201,213.955,214.0,208.0,1201,117.264,118.29,117.24,121,111.975,113.01,111.95,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.426,4.45,3.4,121,3.653,3.7,2.8,121,16.0,16.0,16.0,121,0.0,0,0,121,4,597.889,598.0,591.0,1201,7179.5,302351,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260717_232128,cpu_powersave,gpu_powersave,fft-cuda,large,10,0.5934,0.032,35.8138,36.4392,256,1845807560.992,1858871296,1262620672,0.0,0,0,6402025996.694,6403145728,6358859776,582247991.008,582725632,580091904,0.0,0,0,558567983.405,558831312,558316960,3,5.383,5.7,0.5,121,2591.537,3003,1579,121,858.0,858.0,858.0,121,0.007,0.2,0.0,121,0.0,0,0,121,2.107,4,2,121,0.968,4.0,0.2,121,46.421,47.4,41.6,121,4.439,5.2,0.1,121,0.0,0.0,0.0,1200,N/A,LPDDR5X (unified),120.87,120,40.979,42.0,40.0,1200,NVLink-C2C,5,16,0.0413,0.938,0.95,0.93,121,0.891,1.05,0.62,121,0.906,0.94,0.87,121,35.82,36.4866,N/A,35.8091,36.4112,1,1.0,1.0,5.0,5.0,5.0,1200,1.0,1200,2,1.0,1.0,16.0,16.0,16.0,1200,1.0,1200,5.69,5.612,5.69,4.46,1200,93.25,96.0,0.0,1200,213.95,214.0,208.0,1200,117.262,118.3,117.23,121,111.975,113.01,111.94,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.428,4.46,3.39,121,3.665,3.7,2.8,121,16.0,16.0,16.0,121,0.0,0,0,121,4,597.942,598.0,591.0,1200,7177.8,302581,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260717_232359,cpu_powersave,gpu_powersave,stencil3d-cuda,large,1,4.5629,0.9371,21.3927,26.8927,256,10861115208.846,13091368960,1265278976,0.0,0,0,6403050287.87,6403428352,6359138304,600408596.813,604418048,580567040,0.0,0,0,558620115.447,558782568,558494648,4,5.439,5.6,3.1,122,2609.098,2998,1724,122,858.0,858.0,858.0,122,0.007,0.1,0.0,122,0.0,0,0,122,2.254,4,1,122,1.218,5.4,0.2,122,48.111,49.3,44.3,122,4.239,5.2,0.1,122,0.0,0.0,0.0,1208,N/A,LPDDR5X (unified),122.634,120,42.82,43.0,42.0,1208,NVLink-C2C,5,16,0.4501,0.959,0.97,0.95,122,1.034,1.11,0.93,122,0.968,1.0,0.93,122,21.3953,27.4065,N/A,21.3916,26.4798,1,1.0,1.0,5.0,5.0,5.0,1208,1.0,1208,2,1.0,1.0,16.0,16.0,16.0,1208,1.0,1208,6.06,5.821,6.06,4.98,1208,77.621,96.0,0.0,1208,213.975,214.0,208.0,1208,97.735,117.55,95.17,123,92.446,112.26,89.88,123,0.0,0.0,0.0,123,0.0,0.0,0.0,123,121.69,121.69,121.69,123,23.955,26.52,4.14,123,19.686,21.8,3.4,123,16.0,16.0,16.0,123,0.0,0,0,123,5,597.855,598.0,591.0,1208,119253.2,929342,244,0.0,0,244,0.0,0,244,0.0,0,244,0.0,0,244,0.0,0,244
20260717_232633,cpu_powersave,gpu_powersave,stencil3d-cuda,large,2,4.8163,0.941,21.3925,27.1499,256,10866081456.262,12135522304,1262596096,0.0,0,0,6403330484.459,6403727360,6359433216,600478904.656,604790784,580165632,0.0,0,0,558658316.59,558888208,558403512,4,5.396,5.6,0.6,122,2601.582,2903,1567,122,858.0,858.0,858.0,122,0.009,0.1,0.0,122,0.008,1,0,122,2.148,4,2,122,1.227,5.3,0.2,122,47.901,49.5,42.8,122,4.189,5.3,0.1,122,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),122.186,120,42.664,43.0,41.0,1202,NVLink-C2C,5,16,0.432,0.991,1.02,0.95,122,1.201,1.5,0.79,122,1.041,1.11,0.94,122,21.3952,27.7162,N/A,21.3914,26.7395,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,6.08,5.823,6.08,4.53,1202,77.402,96.0,0.0,1202,213.915,214.0,208.0,1202,97.619,117.49,94.94,122,92.329,112.2,89.65,122,0.0,0.0,0.0,122,0.0,0.0,0.0,122,121.69,121.69,121.69,122,24.071,26.75,4.2,122,19.785,22.0,3.5,122,16.0,16.0,16.0,122,0.0,0,0,122,5,597.884,598.0,591.0,1202,118894.0,964357,244,0.0,0,244,0.0,0,244,0.0,0,244,0.0,0,244,0.0,0,244
20260717_232908,cpu_powersave,gpu_powersave,stencil3d-cuda,large,3,4.8817,0.9469,21.3917,27.2204,256,10798592566.114,13139337216,1264156672,0.0,0,0,6402633794.602,6404640768,6277988352,601384543.74,609292288,580284416,0.0,0,0,559086266.472,560087008,555571432,4,6.911,10.9,0.5,123,5584.154,17628,1587,123,858.0,858.0,858.0,123,0.016,0.2,0.0,123,0.008,1,0,123,2.618,5,1,123,2.177,8.6,0.1,123,48.437,50.3,43.1,123,4.748,10.2,0.1,123,0.0,0.0,0.0,1209,N/A,LPDDR5X (unified),122.695,120,43.227,44.0,41.0,1209,NVLink-C2C,5,16,0.5623,1.027,1.07,0.99,123,1.304,1.84,0.86,123,1.116,1.24,1.01,123,21.392,27.702,N/A,21.3915,26.5868,1,1.0,1.0,5.0,5.0,5.0,1209,1.0,1209,2,1.0,1.0,16.0,16.0,16.0,1209,1.0,1209,6.17,5.861,6.17,4.48,1209,77.049,96.0,0.0,1209,214.0,214.0,214.0,1209,98.111,117.46,95.06,123,92.822,112.17,89.77,123,0.0,0.0,0.0,123,0.0,0.0,0.0,123,121.69,121.69,121.69,123,23.579,26.63,4.23,123,19.376,21.9,3.5,123,16.0,16.0,16.0,123,0.0,0,0,123,5,597.855,598.0,591.0,1209,148205.3,964483,245,0.0,0,245,0.0,0,245,0.0,0,245,0.0,0,245,0.0,0,245
20260717_233142,cpu_powersave,gpu_powersave,stencil3d-cuda,large,4,4.7841,0.9485,21.3951,27.1277,256,10806312593.691,12236963840,1268006912,0.0,0,0,6403707346.211,6404399104,6360076288,601083271.285,605151232,580501504,0.0,0,0,559239784.0,559459736,558845272,4,5.412,5.7,0.4,123,2598.602,2934,1601,123,858.0,858.0,858.0,123,0.014,0.1,0.0,123,0.0,0,0,123,2.154,4,2,123,1.285,5.4,0.2,123,48.224,49.2,43.5,123,4.139,5.2,0.1,123,0.0,0.0,0.0,1209,N/A,LPDDR5X (unified),122.688,120,43.253,44.0,42.0,1209,NVLink-C2C,5,16,0.339,1.042,1.05,1.04,123,1.049,1.12,0.99,123,1.119,1.13,1.11,123,21.4052,27.5928,N/A,21.3916,26.7917,1,1.0,1.0,5.0,5.0,5.0,1209,1.0,1209,2,1.0,1.0,16.0,16.0,16.0,1209,1.0,1209,6.12,5.851,6.12,4.46,1209,76.754,96.0,0.0,1209,213.911,214.0,208.0,1209,98.03,117.96,95.22,123,92.739,112.67,89.93,123,0.0,0.0,0.0,123,0.0,0.0,0.0,123,121.69,121.69,121.69,123,23.66,26.47,3.73,123,19.443,21.8,3.1,123,16.0,16.0,16.0,123,0.0,0,0,123,5,597.913,598.0,591.0,1209,118419.1,955245,245,0.0,0,245,0.0,0,245,0.0,0,245,0.0,0,245,0.0,0,245
20260717_233415,cpu_powersave,gpu_powersave,stencil3d-cuda,large,5,4.9238,0.939,21.4656,27.3285,256,10835825580.066,12917055488,1267937280,0.0,0,0,6404683809.574,6448844800,6360412160,601072992.525,605085696,580562944,0.0,0,0,559391658.885,560283400,558898632,4,5.499,10.2,0.4,122,2657.82,7874,1624,122,858.0,858.0,858.0,122,0.014,0.2,0.0,122,0.0,0,0,122,2.156,4,2,122,1.283,5.4,0.2,122,47.955,49.1,43.4,122,4.224,7.4,0.1,122,0.0,0.0,0.0,1206,N/A,LPDDR5X (unified),121.337,120,43.232,44.0,42.0,1206,NVLink-C2C,5,16,0.4832,1.005,1.01,1.0,122,0.886,1.07,0.59,122,1.006,1.03,0.98,122,21.6843,27.9132,N/A,21.3908,26.9152,1,1.0,1.0,5.0,5.0,5.0,1206,1.0,1206,2,1.0,1.0,16.0,16.0,16.0,1206,1.0,1206,6.11,5.865,6.11,4.58,1206,76.893,96.0,0.0,1206,213.94,214.0,208.0,1206,97.709,117.38,94.97,122,92.418,112.09,89.68,122,0.0,0.0,0.0,122,0.0,0.0,0.0,122,121.69,121.69,121.69,122,23.981,26.72,4.31,122,19.708,22.0,3.5,122,16.0,16.0,16.0,122,0.0,0,0,122,5,597.884,598.0,591.0,1206,119693.5,854248,244,0.0,0,244,0.0,0,244,0.0,0,244,0.0,0,244,0.0,0,244
