experiment_ts,governor,benchmark,size,run,avg_launch_time_sec,bus_width_bits,cgroup_mem_anon_bytes_avg,cgroup_mem_anon_bytes_max,cgroup_mem_anon_bytes_min,cgroup_mem_direct_reclaim_steal_avg,cgroup_mem_direct_reclaim_steal_max,cgroup_mem_direct_reclaim_steal_min,cgroup_mem_file_bytes_avg,cgroup_mem_file_bytes_max,cgroup_mem_file_bytes_min,cgroup_mem_kernel_bytes_avg,cgroup_mem_kernel_bytes_max,cgroup_mem_kernel_bytes_min,cgroup_mem_kswapd_steal_avg,cgroup_mem_kswapd_steal_max,cgroup_mem_kswapd_steal_min,cgroup_mem_slab_bytes_avg,cgroup_mem_slab_bytes_max,cgroup_mem_slab_bytes_min,completed_launches,cpu_active_pct_avg,cpu_active_pct_max,cpu_active_pct_min,cpu_active_pct_samples,cpu_ctxt_switch_rate_avg,cpu_ctxt_switch_rate_max,cpu_ctxt_switch_rate_min,cpu_ctxt_switch_rate_samples,cpu_freq_mhz_avg,cpu_freq_mhz_max,cpu_freq_mhz_min,cpu_freq_mhz_samples,cpu_iowait_pct_avg,cpu_iowait_pct_max,cpu_iowait_pct_min,cpu_iowait_pct_samples,cpu_procs_blocked_avg,cpu_procs_blocked_max,cpu_procs_blocked_min,cpu_procs_blocked_samples,cpu_procs_running_avg,cpu_procs_running_max,cpu_procs_running_min,cpu_procs_running_samples,cpu_system_pct_avg,cpu_system_pct_max,cpu_system_pct_min,cpu_system_pct_samples,cpu_temp_c_avg,cpu_temp_c_max,cpu_temp_c_min,cpu_temp_c_samples,cpu_user_pct_avg,cpu_user_pct_max,cpu_user_pct_min,cpu_user_pct_samples,dram_active_pct_avg,dram_active_pct_max,dram_active_pct_min,dram_active_pct_samples,dram_bandwidth_gbps,dram_type,duration_actual_sec,duration_target_sec,gpu_temp_c_avg,gpu_temp_c_max,gpu_temp_c_min,gpu_temp_c_samples,interconnect,interconnect_gen_max,interconnect_width_max,launch_time_stdev_sec,loadavg_15min_avg,loadavg_15min_max,loadavg_15min_min,loadavg_15min_samples,loadavg_1min_avg,loadavg_1min_max,loadavg_1min_min,loadavg_1min_samples,loadavg_5min_avg,loadavg_5min_max,loadavg_5min_min,loadavg_5min_samples,max_launch_time_sec,mem_clock_mhz_est,min_launch_time_sec,parallel,pcie_gen_avg,pcie_gen_max,pcie_gen_max_avg,pcie_gen_max_max,pcie_gen_max_min,pcie_gen_max_samples,pcie_gen_min,pcie_gen_samples,pcie_samples,pcie_width_avg,pcie_width_max,pcie_width_max_avg,pcie_width_max_max,pcie_width_max_min,pcie_width_max_samples,pcie_width_min,pcie_width_samples,peak_power_w,power_draw_w_avg,power_draw_w_max,power_draw_w_min,power_draw_w_samples,sm_active_pct_avg,sm_active_pct_max,sm_active_pct_min,sm_active_pct_samples,sm_clock_mhz_avg,sm_clock_mhz_max,sm_clock_mhz_min,sm_clock_mhz_samples,sys_mem_avail_gb_avg,sys_mem_avail_gb_max,sys_mem_avail_gb_min,sys_mem_avail_gb_samples,sys_mem_free_gb_avg,sys_mem_free_gb_max,sys_mem_free_gb_min,sys_mem_free_gb_samples,sys_mem_pressure_full_avg,sys_mem_pressure_full_max,sys_mem_pressure_full_min,sys_mem_pressure_full_samples,sys_mem_pressure_some_avg,sys_mem_pressure_some_max,sys_mem_pressure_some_min,sys_mem_pressure_some_samples,sys_mem_total_gb_avg,sys_mem_total_gb_max,sys_mem_total_gb_min,sys_mem_total_gb_samples,sys_mem_used_gb_avg,sys_mem_used_gb_max,sys_mem_used_gb_min,sys_mem_used_gb_samples,sys_mem_used_pct_avg,sys_mem_used_pct_max,sys_mem_used_pct_min,sys_mem_used_pct_samples,sys_swap_total_gb_avg,sys_swap_total_gb_max,sys_swap_total_gb_min,sys_swap_total_gb_samples,sys_swap_used_gb_avg,sys_swap_used_gb_max,sys_swap_used_gb_min,sys_swap_used_gb_samples,total_launches,video_clock_mhz_avg,video_clock_mhz_max,video_clock_mhz_min,video_clock_mhz_samples,vmstat_pgfault_rate_avg,vmstat_pgfault_rate_max,vmstat_pgfault_rate_samples,vmstat_pgmajfault_rate_avg,vmstat_pgmajfault_rate_max,vmstat_pgmajfault_rate_samples,vmstat_pgscan_rate_avg,vmstat_pgscan_rate_max,vmstat_pgscan_rate_samples,vmstat_pgsteal_rate_avg,vmstat_pgsteal_rate_max,vmstat_pgsteal_rate_samples,vmstat_pswpin_rate_avg,vmstat_pswpin_rate_max,vmstat_pswpin_rate_samples,vmstat_pswpout_rate_avg,vmstat_pswpout_rate_max,vmstat_pswpout_rate_samples
20260708_195703,ondemand,memcpy-cuda,large,2,16.3957,256,5687976985.388,5864402944,5618946048,125177154.0,125177154,125177154,34639635345.983,34640039936,34595708928,1558513850.182,1562411008,1556799488,99009109.0,99009109,99009109,4864218080.463,4865647536,4862966728,7,12.73,18.8,8.0,121,9253.174,19383,6176,121,3354.0,3354.0,3354.0,121,0.022,0.3,0.0,121,0.0,0,0,121,3.554,6,2,121,6.061,9.2,4.9,121,63.574,66.8,61.8,121,6.647,10.0,2.6,121,0.0,0.0,0.0,1203,N/A,LPDDR5X (unified),121.261,120,50.086,51.0,48.0,1203,NVLink-C2C,5,16,0.7405,2.189,2.2,2.16,121,2.284,2.53,1.98,121,2.21,2.25,2.13,121,17.1429,N/A,15.0005,1,1.0,1.0,5.0,5.0,5.0,1203,1.0,1203,2,1.0,1.0,16.0,16.0,16.0,1203,1.0,1203,17.23,10.263,17.23,5.36,1203,49.2,96.0,0.0,1203,1575.225,2535.0,208.0,1203,111.893,112.28,111.62,121,80.342,80.73,80.07,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.797,10.07,9.41,121,8.05,8.3,7.7,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,8,1485.897,2229.0,598.0,1203,78783.0,212473,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260708_195936,ondemand,memcpy-cuda,large,3,15.9394,256,5669071034.182,5685915648,5611106304,125177154.0,125177154,125177154,34639924638.678,34640326656,34596012032,1558114845.62,1559609344,1556893696,99009109.0,99009109,99009109,4864220870.612,4865790336,4863086248,7,11.612,14.1,6.6,121,6704.661,8017,5580,121,3354.0,3354.0,3354.0,121,0.019,0.2,0.0,121,0.0,0,0,121,3.347,10,2,121,5.31,5.8,4.9,121,62.902,67.3,59.8,121,6.262,8.5,1.5,121,0.0,0.0,0.0,1205,N/A,LPDDR5X (unified),121.29,120,48.994,50.0,47.0,1205,NVLink-C2C,5,16,0.617,2.199,2.22,2.17,121,2.345,2.63,2.03,121,2.243,2.31,2.17,121,16.6901,N/A,15.1659,1,1.0,1.0,5.0,5.0,5.0,1205,1.0,1205,2,1.0,1.0,16.0,16.0,16.0,1205,1.0,1205,17.09,10.293,17.09,5.11,1205,48.0,96.0,0.0,1205,1617.35,2535.0,214.0,1205,111.936,112.47,111.69,121,80.385,80.92,80.14,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.754,10.0,9.22,121,8.015,8.2,7.6,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,8,1527.051,2229.0,591.0,1205,55731.9,96270,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260708_200209,ondemand,memcpy-cuda,large,4,16.3659,256,5664685369.124,5682343936,5606105088,125177154.0,125177154,125177154,34639852400.132,34640621568,34596302848,1557706633.521,1559199744,1556422656,99009109.0,99009109,99009109,4864233019.438,4865473328,4863020704,7,11.68,14.1,6.6,121,6755.24,8449,5589,121,3354.0,3354.0,3354.0,121,0.021,0.2,0.0,121,0.0,0,0,121,3.405,6,2,121,5.352,5.8,4.9,121,62.14,65.6,58.9,121,6.296,8.8,1.5,121,0.0,0.0,0.0,1204,N/A,LPDDR5X (unified),121.316,120,48.563,50.0,46.0,1204,NVLink-C2C,5,16,0.7361,2.195,2.21,2.18,121,2.216,2.43,1.99,121,2.229,2.27,2.19,121,17.2444,N/A,15.3173,1,1.0,1.0,5.0,5.0,5.0,1204,1.0,1204,2,1.0,1.0,16.0,16.0,16.0,1204,1.0,1204,16.95,10.219,16.95,5.02,1204,48.212,96.0,0.0,1204,1630.227,2535.0,214.0,1204,111.912,112.44,111.59,121,80.36,80.89,80.04,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.778,10.1,9.25,121,8.035,8.3,7.6,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,8,1530.785,2229.0,598.0,1204,55871.8,105277,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260708_200442,ondemand,memcpy-cuda,large,5,15.9256,256,5665988134.083,5682368512,5607288832,125177154.0,125177154,125177154,34640503088.661,34640904192,34596593664,1557616419.967,1559040000,1556328448,99009109.0,99009109,99009109,4864264767.736,4865466824,4863081968,7,11.692,14.1,6.6,121,6707.314,7807,5611,121,3354.0,3354.0,3354.0,121,0.017,0.1,0.0,121,0.017,1,0,121,3.562,7,3,121,5.332,6.0,4.8,121,61.776,64.9,58.5,121,6.331,8.7,1.6,121,0.0,0.0,0.0,1205,N/A,LPDDR5X (unified),121.476,120,48.278,50.0,46.0,1205,NVLink-C2C,5,16,0.5212,2.173,2.19,2.16,121,2.125,2.36,1.82,121,2.164,2.21,2.12,121,16.8437,N/A,15.2589,1,1.0,1.0,5.0,5.0,5.0,1205,1.0,1205,2,1.0,1.0,16.0,16.0,16.0,1205,1.0,1205,16.92,10.238,16.92,5.05,1205,48.293,96.0,0.0,1205,1622.231,2535.0,208.0,1205,111.95,112.44,111.79,121,80.399,80.88,80.24,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.74,9.9,9.25,121,8.007,8.1,7.6,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,8,1524.12,2229.0,598.0,1205,55514.4,95854,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260708_200716,ondemand,memcpy-cuda,large,6,16.5475,256,5665570646.744,5682851840,5606117376,125177154.0,125177154,125177154,34640791873.587,34641190912,34596884480,1557769224.463,1559277568,1556537344,99009109.0,99009109,99009109,4864580377.653,4866292128,4863402632,7,11.64,14.1,6.5,121,6667.818,8138,5532,121,3354.0,3354.0,3354.0,121,0.018,0.1,0.0,121,0.0,0,0,121,3.471,5,3,121,5.332,5.9,4.9,121,61.395,65.6,58.3,121,6.288,8.8,1.5,121,0.0,0.0,0.0,1205,N/A,LPDDR5X (unified),121.374,120,48.016,50.0,46.0,1205,NVLink-C2C,5,16,0.924,2.185,2.2,2.16,121,2.277,2.53,1.9,121,2.204,2.26,2.12,121,17.3149,N/A,14.8807,1,1.0,1.0,5.0,5.0,5.0,1205,1.0,1205,2,1.0,1.0,16.0,16.0,16.0,1205,1.0,1205,16.97,9.826,16.97,5.03,1205,47.748,96.0,0.0,1205,1522.426,2535.0,208.0,1205,111.914,112.38,111.69,121,80.362,80.83,80.14,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.776,10.0,9.31,121,8.038,8.2,7.7,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,8,1452.139,2229.0,591.0,1205,55063.0,95939,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260708_200949,ondemand,memcpy-cuda,large,7,16.5516,256,5665844198.612,5682667520,5606416384,125177154.0,125177154,125177154,34641064782.281,34641465344,34597154816,1557816176.132,1559420928,1556361216,99009109.0,99009109,99009109,4864799960.331,4866070280,4863651408,7,11.647,14.1,6.6,121,6646.975,8041,5501,121,3354.0,3354.0,3354.0,121,0.019,0.2,0.0,121,0.0,0,0,121,3.446,5,2,121,5.329,5.8,4.8,121,61.349,64.4,58.2,121,6.288,8.6,1.5,121,0.0,0.0,0.0,1205,N/A,LPDDR5X (unified),121.316,120,47.901,49.0,46.0,1205,NVLink-C2C,5,16,1.1118,2.196,2.21,2.19,121,2.277,2.46,2.18,121,2.241,2.29,2.22,121,17.8792,N/A,14.7602,1,1.0,1.0,5.0,5.0,5.0,1205,1.0,1205,2,1.0,1.0,16.0,16.0,16.0,1205,1.0,1205,16.77,9.767,16.77,5.01,1205,47.688,96.0,0.0,1205,1520.947,2535.0,214.0,1205,111.959,112.41,111.79,121,80.406,80.86,80.23,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.731,9.9,9.28,121,7.99,8.1,7.6,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,8,1452.775,2229.0,591.0,1205,55015.4,104771,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260708_201222,ondemand,memcpy-cuda,large,8,16.1651,256,5677180301.752,5762752512,5607096320,125177154.0,125177154,125177154,34636404245.157,34650120192,34516721664,1558045416.727,1561956352,1553854464,99009109.0,99009109,99009109,4864964682.182,4867354648,4860792080,7,11.826,16.7,6.5,121,6894.86,12745,5561,121,3354.0,3354.0,3354.0,121,0.024,0.2,0.0,121,0.0,0,0,121,3.388,5,2,121,5.38,7.8,4.9,121,61.382,64.8,58.2,121,6.418,10.4,1.5,121,0.0,0.0,0.0,1205,N/A,LPDDR5X (unified),121.265,120,47.994,50.0,46.0,1205,NVLink-C2C,5,16,0.6817,2.202,2.21,2.19,121,2.261,2.44,2.14,121,2.255,2.29,2.22,121,17.0381,N/A,15.0472,1,1.0,1.0,5.0,5.0,5.0,1205,1.0,1205,2,1.0,1.0,16.0,16.0,16.0,1205,1.0,1205,16.76,10.163,16.76,5.06,1205,47.618,96.0,0.0,1205,1633.705,2535.0,208.0,1205,111.901,112.48,111.68,121,80.353,80.93,80.15,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.789,10.01,9.21,121,8.041,8.2,7.6,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,8,1535.445,2229.0,591.0,1205,57040.1,200459,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260708_201455,ondemand,memcpy-cuda,large,9,16.1692,256,5693140450.38,5710934016,5635198976,125177154.0,125177154,125177154,34641315619.967,34642087936,34597773312,1558534533.289,1560391680,1556848640,99009109.0,99009109,99009109,4865415775.074,4866778136,4863857128,7,11.683,14.0,6.5,121,6713.322,8363,5462,121,3354.0,3354.0,3354.0,121,0.019,0.1,0.0,121,0.0,0,0,121,3.298,5,2,121,5.315,5.7,4.8,121,61.213,64.9,58.1,121,6.339,8.5,1.4,121,0.0,0.0,0.0,1205,N/A,LPDDR5X (unified),121.417,120,47.946,50.0,46.0,1205,NVLink-C2C,5,16,0.651,2.178,2.19,2.17,121,2.097,2.31,1.83,121,2.177,2.21,2.15,121,17.022,N/A,15.0803,1,1.0,1.0,5.0,5.0,5.0,1205,1.0,1205,2,1.0,1.0,16.0,16.0,16.0,1205,1.0,1205,17.03,9.995,17.03,5.07,1205,47.975,96.0,0.0,1205,1567.224,2535.0,214.0,1205,111.861,112.41,111.67,121,80.309,80.86,80.12,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.829,10.02,9.28,121,8.08,8.2,7.6,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,8,1477.315,2229.0,598.0,1205,55809.4,93010,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260708_201728,ondemand,memcpy-cuda,large,10,16.5296,256,5684854547.041,5708148736,5631922176,125177154.0,125177154,125177154,34641969727.471,34642374656,34598064128,1558270595.174,1559609344,1556832256,99009109.0,99009109,99009109,4865374242.314,4866427400,4864126384,7,11.675,14.0,6.5,121,6689.702,7984,5438,121,3354.0,3354.0,3354.0,121,0.018,0.1,0.0,121,0.0,0,0,121,3.455,7,2,121,5.349,6.0,4.8,121,60.902,63.9,58.0,121,6.296,8.5,1.5,121,0.0,0.0,0.0,1204,N/A,LPDDR5X (unified),121.22,120,47.904,50.0,46.0,1204,NVLink-C2C,5,16,0.8471,2.157,2.18,2.14,121,2.088,2.41,1.72,121,2.128,2.19,2.08,121,17.8878,N/A,15.2637,1,1.0,1.0,5.0,5.0,5.0,1204,1.0,1204,2,1.0,1.0,16.0,16.0,16.0,1204,1.0,1204,16.83,10.138,16.83,5.1,1204,47.99,96.0,0.0,1204,1594.063,2535.0,214.0,1204,111.848,112.38,111.62,121,80.295,80.83,80.07,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.842,10.07,9.31,121,8.091,8.3,7.7,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,8,1503.727,2229.0,598.0,1204,56088.5,96270,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260708_201936,ondemand,triad-cuda,large,1,0.7709,256,5659782795.636,5685395456,5606985728,125177154.0,125177154,125177154,34652214128.132,34699288576,34598350848,1557959265.322,1559744512,1556013056,99009109.0,99009109,99009109,4865421056.397,4866845536,4864025336,155,10.726,16.0,9.2,121,7125.025,14734,6320,121,3354.0,3354.0,3354.0,121,0.021,0.2,0.0,121,0.0,0,0,121,3.231,7,2,121,5.96,10.0,5.5,121,62.874,64.5,60.5,121,4.738,7.2,3.4,121,0.0,0.0,0.0,1204,N/A,LPDDR5X (unified),121.322,120,51.189,53.0,48.0,1204,NVLink-C2C,5,16,0.0551,2.2,2.22,2.18,121,2.451,2.56,2.33,121,2.254,2.3,2.19,121,1.0863,N/A,0.5925,1,1.0,1.0,5.0,5.0,5.0,1204,1.0,1204,2,1.0,1.0,16.0,16.0,16.0,1204,1.0,1204,19.71,16.798,19.71,6.55,1204,49.426,92.0,0.0,1204,2445.296,2535.0,864.0,1204,111.758,112.18,111.36,121,80.204,80.62,79.81,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.932,10.33,9.51,121,8.164,8.5,7.8,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,156,2122.868,2229.0,871.0,1204,81342.1,181811,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260708_202209,ondemand,triad-cuda,large,2,0.7976,256,5704657183.736,5793886208,5656039424,125177154.0,125177154,125177154,34637627899.769,34660003840,34473865216,1559412092.826,1563697152,1553911808,99009109.0,99009109,99009109,4866245124.562,4868159768,4861533824,150,11.87,17.8,7.7,121,8068.826,16299,6467,121,3354.0,3354.0,3354.0,121,0.029,0.2,0.0,121,0.017,2,0,121,3.496,9,2,121,6.396,9.7,5.3,121,63.74,64.9,60.8,121,5.445,9.9,2.3,121,0.0,0.0,0.0,1203,N/A,LPDDR5X (unified),121.183,120,51.764,53.0,47.0,1203,NVLink-C2C,5,16,0.0942,2.259,2.28,2.18,121,2.72,3.01,2.0,121,2.404,2.45,2.19,121,1.3878,N/A,0.6611,1,1.0,1.0,5.0,5.0,5.0,1203,1.0,1203,2,1.0,1.0,16.0,16.0,16.0,1203,1.0,1203,19.78,16.919,19.78,5.27,1203,48.469,92.0,0.0,1203,2425.342,2535.0,214.0,1203,111.67,112.12,111.34,121,80.127,80.57,79.79,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,10.02,10.35,9.57,121,8.24,8.5,7.9,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,151,2107.96,2229.0,598.0,1203,93884.1,225853,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260708_202441,ondemand,triad-cuda,large,3,0.7741,256,5676598466.645,5697282048,5625630720,125177154.0,125177154,125177154,34649737368.331,34660306944,34599202816,1559003339.107,1560326144,1557528576,99009109.0,99009109,99009109,4866601481.917,4867981432,4865463752,154,10.648,13.3,6.6,121,6972.669,8379,5633,121,3354.0,3354.0,3354.0,121,0.018,0.1,0.0,121,0.0,0,0,121,3.273,9,2,121,5.936,6.4,5.1,121,63.538,65.4,60.5,121,4.684,6.9,1.6,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),120.331,120,51.775,53.0,48.0,1202,NVLink-C2C,5,16,0.0654,2.28,2.29,2.26,121,2.412,2.59,2.18,121,2.397,2.43,2.35,121,1.2256,N/A,0.6339,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,19.57,16.828,19.57,5.19,1202,48.725,92.0,0.0,1202,2413.112,2535.0,208.0,1202,111.727,112.32,111.35,121,80.172,80.76,79.79,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.963,10.34,9.37,121,8.193,8.5,7.7,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,155,2097.139,2229.0,598.0,1202,80174.8,113707,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260708_202713,ondemand,triad-cuda,large,4,0.7753,256,5649276792.595,5698424832,5612355584,125177154.0,125177154,125177154,34652917692.298,34660610048,34599510016,1558420556.165,1560686592,1556074496,99009109.0,99009109,99009109,4866324048.397,4867851848,4864711160,154,10.644,12.6,6.5,121,6983.413,7982,5528,121,3354.0,3354.0,3354.0,121,0.024,0.2,0.0,121,0.0,0,0,121,3.0,7,2,121,5.926,6.4,5.0,121,63.755,65.0,60.6,121,4.689,6.5,1.5,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),120.359,120,51.905,53.0,48.0,1202,NVLink-C2C,5,16,0.0576,2.279,2.29,2.25,121,2.342,2.49,1.89,121,2.362,2.39,2.27,121,1.084,N/A,0.68,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,19.7,16.849,19.7,5.23,1202,49.722,92.0,0.0,1202,2419.775,2535.0,208.0,1202,111.764,112.37,111.46,121,80.208,80.81,79.91,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.926,10.23,9.32,121,8.161,8.4,7.7,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,155,2103.775,2229.0,598.0,1202,80205.7,122626,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260708_202946,ondemand,triad-cuda,large,5,0.7746,256,5632210791.669,5652688896,5578297344,125177154.0,125177154,125177154,34651656598.215,34660704256,34599608320,1558305834.314,1560190976,1556611072,99009109.0,99009109,99009109,4866570634.645,4867990792,4865288336,154,10.631,13.2,6.5,121,6974.256,8161,5451,121,3354.0,3354.0,3354.0,121,0.021,0.2,0.0,121,0.0,0,0,121,3.182,7,2,121,5.919,6.4,5.0,121,63.85,65.7,60.9,121,4.68,7.1,1.5,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),121.273,120,51.907,54.0,48.0,1202,NVLink-C2C,5,16,0.0535,2.249,2.26,2.24,121,2.112,2.25,1.87,121,2.252,2.27,2.23,121,1.1243,N/A,0.6432,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,19.88,16.751,19.88,5.18,1202,49.279,92.0,0.0,1202,2411.041,2535.0,208.0,1202,111.766,112.3,111.49,121,80.211,80.75,79.93,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.924,10.2,9.39,121,8.155,8.4,7.7,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,155,2094.354,2229.0,598.0,1202,79644.0,113585,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260708_203219,ondemand,triad-cuda,large,6,0.7819,256,5637974168.331,5659275264,5578555392,125177154.0,125177154,125177154,34651400750.545,34661011456,34599907328,1558402648.86,1559941120,1556975616,99009109.0,99009109,99009109,4866773252.496,4868553056,4865509280,153,10.642,13.0,6.5,121,7124.95,10057,5456,121,3354.0,3354.0,3354.0,121,0.024,0.2,0.0,121,0.0,0,0,121,3.207,6,2,121,5.926,6.4,5.0,121,63.86,65.5,60.7,121,4.68,7.1,1.4,121,0.0,0.0,0.0,1203,N/A,LPDDR5X (unified),121.268,120,51.992,53.0,48.0,1203,NVLink-C2C,5,16,0.061,2.226,2.24,2.21,121,2.166,2.34,1.78,121,2.197,2.24,2.13,121,1.1096,N/A,0.684,1,1.0,1.0,5.0,5.0,5.0,1203,1.0,1203,2,1.0,1.0,16.0,16.0,16.0,1203,1.0,1203,19.58,16.791,19.58,5.12,1203,49.002,92.0,0.0,1203,2415.126,2535.0,208.0,1203,111.799,112.38,111.48,121,80.244,80.83,79.92,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.891,10.21,9.31,121,8.13,8.4,7.7,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,154,2099.453,2229.0,598.0,1203,80023.7,113611,242,0.0,4,242,0.0,0,242,0.0,0,242,0.0,4,242,0.0,0,242
20260708_203452,ondemand,triad-cuda,large,7,0.7659,256,5639360850.512,5660053504,5584220160,125177154.0,125177154,125177154,34651957231.074,34661310464,34600210432,1558488867.967,1560383488,1556795392,99009109.0,99009109,99009109,4867064689.785,4868158824,4865752664,156,10.651,13.5,6.5,121,6984.066,8137,5484,121,3354.0,3354.0,3354.0,121,0.019,0.1,0.0,121,0.0,0,0,121,3.231,6,2,121,5.914,6.4,5.0,121,64.031,65.8,60.9,121,4.707,7.3,1.4,121,0.0,0.0,0.0,1203,N/A,LPDDR5X (unified),121.221,120,52.158,54.0,48.0,1203,NVLink-C2C,5,16,0.0571,2.217,2.23,2.2,121,2.224,2.42,1.88,121,2.195,2.24,2.13,121,1.1397,N/A,0.6438,1,1.0,1.0,5.0,5.0,5.0,1203,1.0,1203,2,1.0,1.0,16.0,16.0,16.0,1203,1.0,1203,19.69,17.309,19.69,5.21,1203,50.451,92.0,0.0,1203,2448.751,2535.0,208.0,1203,111.737,112.44,111.43,121,80.182,80.88,79.88,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.953,10.26,9.25,121,8.179,8.4,7.6,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,157,2128.723,2229.0,598.0,1203,80487.3,120621,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260708_203725,ondemand,triad-cuda,large,8,0.7754,256,5637444531.835,5658603520,5584191488,125177154.0,125177154,125177154,34651979877.554,34661605376,34600509440,1558475869.091,1560391680,1556889600,99009109.0,99009109,99009109,4867247664.86,4868745472,4866083336,154,10.631,13.2,6.5,121,7030.066,8309,5423,121,3354.0,3354.0,3354.0,121,0.02,0.1,0.0,121,0.0,0,0,121,3.165,7,2,121,5.897,6.5,5.1,121,64.084,65.8,60.8,121,4.702,7.2,1.5,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),121.269,120,52.126,54.0,48.0,1202,NVLink-C2C,5,16,0.0579,2.212,2.29,2.18,121,2.3,3.19,1.81,121,2.207,2.43,2.11,121,1.1913,N/A,0.6744,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,19.78,16.997,19.78,5.19,1202,49.475,92.0,0.0,1202,2421.589,2535.0,214.0,1202,111.754,112.37,111.45,121,80.198,80.82,79.9,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.936,10.24,9.32,121,8.165,8.4,7.7,121,16.0,16.0,16.0,121,2.2,2.2,2.2,121,155,2104.764,2229.0,598.0,1202,79859.7,113681,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
