experiment_ts,cpu_governor,governor,benchmark,size,run,avg_cpu_time_sec,avg_gpu_memcpy_sec,avg_gpu_time_sec,avg_launch_time_sec,bus_width_bits,cgroup_mem_anon_bytes_avg,cgroup_mem_anon_bytes_max,cgroup_mem_anon_bytes_min,cgroup_mem_direct_reclaim_steal_avg,cgroup_mem_direct_reclaim_steal_max,cgroup_mem_direct_reclaim_steal_min,cgroup_mem_file_bytes_avg,cgroup_mem_file_bytes_max,cgroup_mem_file_bytes_min,cgroup_mem_kernel_bytes_avg,cgroup_mem_kernel_bytes_max,cgroup_mem_kernel_bytes_min,cgroup_mem_kswapd_steal_avg,cgroup_mem_kswapd_steal_max,cgroup_mem_kswapd_steal_min,cgroup_mem_slab_bytes_avg,cgroup_mem_slab_bytes_max,cgroup_mem_slab_bytes_min,completed_launches,cpu_active_pct_avg,cpu_active_pct_max,cpu_active_pct_min,cpu_active_pct_samples,cpu_ctxt_switch_rate_avg,cpu_ctxt_switch_rate_max,cpu_ctxt_switch_rate_min,cpu_ctxt_switch_rate_samples,cpu_freq_mhz_avg,cpu_freq_mhz_max,cpu_freq_mhz_min,cpu_freq_mhz_samples,cpu_iowait_pct_avg,cpu_iowait_pct_max,cpu_iowait_pct_min,cpu_iowait_pct_samples,cpu_procs_blocked_avg,cpu_procs_blocked_max,cpu_procs_blocked_min,cpu_procs_blocked_samples,cpu_procs_running_avg,cpu_procs_running_max,cpu_procs_running_min,cpu_procs_running_samples,cpu_system_pct_avg,cpu_system_pct_max,cpu_system_pct_min,cpu_system_pct_samples,cpu_temp_c_avg,cpu_temp_c_max,cpu_temp_c_min,cpu_temp_c_samples,cpu_user_pct_avg,cpu_user_pct_max,cpu_user_pct_min,cpu_user_pct_samples,dram_active_pct_avg,dram_active_pct_max,dram_active_pct_min,dram_active_pct_samples,dram_bandwidth_gbps,dram_type,duration_actual_sec,duration_target_sec,gpu_temp_c_avg,gpu_temp_c_max,gpu_temp_c_min,gpu_temp_c_samples,interconnect,interconnect_gen_max,interconnect_width_max,killed_launches,launch_time_stdev_sec,loadavg_15min_avg,loadavg_15min_max,loadavg_15min_min,loadavg_15min_samples,loadavg_1min_avg,loadavg_1min_max,loadavg_1min_min,loadavg_1min_samples,loadavg_5min_avg,loadavg_5min_max,loadavg_5min_min,loadavg_5min_samples,max_gpu_time_sec,max_launch_time_sec,mem_clock_mhz_est,min_gpu_time_sec,min_launch_time_sec,parallel,pcie_gen_avg,pcie_gen_max,pcie_gen_max_avg,pcie_gen_max_max,pcie_gen_max_min,pcie_gen_max_samples,pcie_gen_min,pcie_gen_samples,pcie_samples,pcie_width_avg,pcie_width_max,pcie_width_max_avg,pcie_width_max_max,pcie_width_max_min,pcie_width_max_samples,pcie_width_min,pcie_width_samples,peak_power_w,power_draw_w_avg,power_draw_w_max,power_draw_w_min,power_draw_w_samples,sm_active_pct_avg,sm_active_pct_max,sm_active_pct_min,sm_active_pct_samples,sm_clock_mhz_avg,sm_clock_mhz_max,sm_clock_mhz_min,sm_clock_mhz_samples,sys_mem_avail_gb_avg,sys_mem_avail_gb_max,sys_mem_avail_gb_min,sys_mem_avail_gb_samples,sys_mem_free_gb_avg,sys_mem_free_gb_max,sys_mem_free_gb_min,sys_mem_free_gb_samples,sys_mem_pressure_full_avg,sys_mem_pressure_full_max,sys_mem_pressure_full_min,sys_mem_pressure_full_samples,sys_mem_pressure_some_avg,sys_mem_pressure_some_max,sys_mem_pressure_some_min,sys_mem_pressure_some_samples,sys_mem_total_gb_avg,sys_mem_total_gb_max,sys_mem_total_gb_min,sys_mem_total_gb_samples,sys_mem_used_gb_avg,sys_mem_used_gb_max,sys_mem_used_gb_min,sys_mem_used_gb_samples,sys_mem_used_pct_avg,sys_mem_used_pct_max,sys_mem_used_pct_min,sys_mem_used_pct_samples,sys_swap_total_gb_avg,sys_swap_total_gb_max,sys_swap_total_gb_min,sys_swap_total_gb_samples,sys_swap_used_gb_avg,sys_swap_used_gb_max,sys_swap_used_gb_min,sys_swap_used_gb_samples,total_launches,video_clock_mhz_avg,video_clock_mhz_max,video_clock_mhz_min,video_clock_mhz_samples,vmstat_pgfault_rate_avg,vmstat_pgfault_rate_max,vmstat_pgfault_rate_samples,vmstat_pgmajfault_rate_avg,vmstat_pgmajfault_rate_max,vmstat_pgmajfault_rate_samples,vmstat_pgscan_rate_avg,vmstat_pgscan_rate_max,vmstat_pgscan_rate_samples,vmstat_pgsteal_rate_avg,vmstat_pgsteal_rate_max,vmstat_pgsteal_rate_samples,vmstat_pswpin_rate_avg,vmstat_pswpin_rate_max,vmstat_pswpin_rate_samples,vmstat_pswpout_rate_avg,vmstat_pswpout_rate_max,vmstat_pswpout_rate_samples
20260721_134939,cpu_performance,gpu_ondemand,ising-cuda,large,3,0.653,0.0272,8.7703,9.2303,256,1660236926.942,1688588288,1469911040,0.0,0,0,6976218509.752,6979022848,6934675456,706936425.785,707641344,705425408,0.0,0,0,683957029.421,684200128,683584312,13,6.833,7.9,1.1,121,3370.868,4039,2352,121,3354.0,3354.0,3354.0,121,0.015,0.2,0.0,121,0.008,1,0,121,2.587,5,2,121,4.696,5.7,0.9,121,77.156,82.7,60.2,121,2.149,4.3,0.2,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),121.073,120,76.291,81.0,57.0,1202,NVLink-C2C,5,16,1,0.8016,1.18,1.19,1.17,121,1.059,1.23,0.77,121,1.165,1.19,1.13,121,9.0479,9.7326,N/A,8.6102,6.5865,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,68.68,61.425,68.68,5.39,1202,87.897,96.0,0.0,1202,2422.295,2496.0,208.0,1202,117.221,117.77,116.99,121,111.277,111.83,111.05,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.469,4.7,3.92,121,3.674,3.9,3.2,121,16.0,16.0,16.0,121,0.0,0,0,121,13,2111.214,2184.0,598.0,1202,46621.1,156784,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260721_135212,cpu_performance,gpu_ondemand,ising-cuda,large,4,0.6393,0.0263,8.7649,9.2304,256,1662505264.661,1739939840,1469267968,0.0,0,0,6976768220.033,6979383296,6935027712,707064925.091,707665920,705916928,0.0,0,0,684134973.421,684395704,683727336,13,6.883,7.9,1.1,121,3370.975,3910,2348,121,3354.0,3354.0,3354.0,121,0.017,0.2,0.0,121,0.0,0,0,121,2.364,4,1,121,4.774,6.0,0.9,121,78.174,82.7,61.0,121,2.119,4.4,0.2,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),121.172,120,77.101,82.0,58.0,1202,NVLink-C2C,5,16,1,0.7306,1.19,1.21,1.17,121,1.279,1.45,0.97,121,1.2,1.25,1.13,121,9.1075,9.751,N/A,8.6775,6.8287,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,68.79,62.035,68.79,5.47,1202,88.691,96.0,0.0,1202,2428.285,2496.0,208.0,1202,117.219,117.78,117.03,121,111.276,111.84,111.09,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.471,4.66,3.91,121,3.669,3.8,3.2,121,16.0,16.0,16.0,121,0.0,0,0,121,13,2116.98,2184.0,598.0,1202,45981.2,157960,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260721_135444,cpu_performance,gpu_ondemand,ising-cuda,large,5,0.6462,0.0269,8.7836,9.2303,256,1660771539.57,1685065728,1485541376,0.0,0,0,6976728444.826,6979715072,6935379968,707041770.843,707702784,705908736,0.0,0,0,684234902.149,684436752,683904880,13,6.822,8.0,1.0,121,3367.992,4045,2345,121,3354.0,3354.0,3354.0,121,0.016,0.1,0.0,121,0.0,0,0,121,2.298,5,2,121,4.709,5.9,0.9,121,78.304,83.3,60.2,121,2.134,4.2,0.2,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),120.336,120,77.341,82.0,57.0,1202,NVLink-C2C,5,16,1,0.8236,1.195,1.25,1.17,121,1.312,1.87,0.92,121,1.219,1.38,1.14,121,9.1035,9.7559,N/A,8.6421,6.5144,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,69.47,61.762,69.47,5.43,1202,88.264,96.0,0.0,1202,2423.589,2496.0,208.0,1202,117.233,117.89,117.1,121,111.29,111.95,111.16,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.457,4.59,3.8,121,3.659,3.8,3.1,121,16.0,16.0,16.0,121,0.0,0,0,121,13,2113.053,2184.0,598.0,1202,46670.1,154079,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260721_135717,cpu_performance,gpu_ondemand,ising-cuda,large,6,0.6362,0.0268,8.8789,9.2305,256,1658418065.983,1689755648,1467502592,0.0,0,0,6977800039.669,6980038656,6935715840,707100739.702,707801088,705605632,0.0,0,0,684274538.711,684552304,683829040,13,6.838,8.0,1.1,121,3366.95,4002,2328,121,3354.0,3354.0,3354.0,121,0.017,0.2,0.0,121,0.0,0,0,121,2.537,5,2,121,4.688,5.6,0.9,121,78.25,83.2,60.3,121,2.159,4.4,0.2,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),121.135,120,77.207,82.0,57.0,1202,NVLink-C2C,5,16,1,1.133,1.218,1.23,1.21,121,1.255,1.35,1.15,121,1.265,1.28,1.24,121,9.3228,9.9956,N/A,8.6926,5.4928,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,69.16,61.174,69.16,5.54,1202,87.819,96.0,0.0,1202,2419.601,2496.0,208.0,1202,117.252,117.82,117.08,121,111.309,111.87,111.14,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.438,4.61,3.87,121,3.643,3.8,3.2,121,16.0,16.0,16.0,121,0.0,0,0,121,13,2108.856,2184.0,598.0,1202,46844.4,168619,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260721_135949,cpu_performance,gpu_ondemand,ising-cuda,large,7,0.6381,0.0274,8.8036,9.2305,256,1660104263.934,1687826432,1484439552,0.0,0,0,6978148707.438,6980390912,6936051712,707121321.256,707878912,705998848,0.0,0,0,684304440.132,684520168,683989888,13,6.809,7.9,1.1,121,3365.149,3965,2344,121,3354.0,3354.0,3354.0,121,0.013,0.2,0.0,121,0.0,0,0,121,2.529,5,1,121,4.696,5.5,0.9,121,78.524,82.5,60.4,121,2.13,4.4,0.2,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),120.389,120,77.611,82.0,58.0,1202,NVLink-C2C,5,16,1,0.8759,1.186,1.21,1.18,121,1.084,1.52,0.75,121,1.172,1.26,1.14,121,9.2917,9.9909,N/A,8.6634,6.3676,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,68.58,62.185,68.58,5.42,1202,88.893,96.0,0.0,1202,2425.695,2496.0,208.0,1202,117.241,117.81,117.07,121,111.297,111.87,111.13,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.449,4.62,3.88,121,3.655,3.8,3.2,121,16.0,16.0,16.0,121,0.0,0,0,121,13,2114.697,2184.0,598.0,1202,46458.5,170741,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260721_140221,cpu_performance,gpu_ondemand,ising-cuda,large,8,0.6336,0.0267,8.783,9.2304,256,1662852341.421,1740054528,1467781120,0.0,0,0,6978158930.512,6980780032,6936408064,707164210.777,707784704,705400832,0.0,0,0,684362915.24,684534480,683922784,13,6.851,8.2,1.1,121,3366.884,3927,2340,121,3354.0,3354.0,3354.0,121,0.018,0.2,0.0,121,0.0,0,0,121,2.446,5,1,121,4.723,5.6,0.9,121,78.444,83.1,60.4,121,2.139,4.7,0.2,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),121.189,120,77.576,82.0,57.0,1202,NVLink-C2C,5,16,1,0.7899,1.206,1.23,1.19,121,1.316,1.6,1.15,121,1.238,1.32,1.2,121,9.3406,10.0166,N/A,8.5944,6.6747,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,69.32,61.945,69.32,5.51,1202,88.643,96.0,0.0,1202,2410.993,2496.0,208.0,1202,117.213,117.9,117.03,121,111.268,111.95,111.08,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.477,4.66,3.79,121,3.678,3.8,3.1,121,16.0,16.0,16.0,121,0.0,0,0,121,13,2104.504,2184.0,598.0,1202,46393.2,157298,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260721_140454,cpu_performance,gpu_ondemand,ising-cuda,large,9,0.6243,0.0262,8.8203,9.2302,256,1663370197.686,1739943936,1467875328,0.0,0,0,6978709419.372,6981148672,6936760320,707214716.826,707989504,705466368,0.0,0,0,684537993.388,684741992,684032888,13,6.826,7.9,1.1,121,3370.231,3894,2345,121,3354.0,3354.0,3354.0,121,0.016,0.1,0.0,121,0.0,0,0,121,2.537,5,1,121,4.702,6.0,0.9,121,78.189,82.7,60.2,121,2.14,4.4,0.2,121,0.0,0.0,0.0,1203,N/A,LPDDR5X (unified),121.32,120,77.387,82.0,57.0,1203,NVLink-C2C,5,16,1,0.8798,1.192,1.2,1.18,121,1.087,1.17,1.0,121,1.195,1.22,1.18,121,9.3035,9.9614,N/A,8.7492,6.3444,1,1.0,1.0,5.0,5.0,5.0,1203,1.0,1203,2,1.0,1.0,16.0,16.0,16.0,1203,1.0,1203,68.44,61.82,68.44,5.44,1203,88.679,96.0,0.0,1203,2419.278,2496.0,208.0,1203,117.247,117.91,117.1,121,111.302,111.97,111.15,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.443,4.59,3.78,121,3.649,3.8,3.1,121,16.0,16.0,16.0,121,0.0,0,0,121,13,2110.655,2184.0,598.0,1203,46510.4,169674,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260721_140727,cpu_performance,gpu_ondemand,ising-cuda,large,10,0.6395,0.0272,8.8461,9.2304,256,1659935210.843,1689083904,1485430784,0.0,0,0,6978914896.397,6981541888,6937165824,707210079.207,707911680,706048000,0.0,0,0,684701730.116,684930456,684371552,13,6.79,7.6,1.1,121,3367.62,3956,2378,121,3354.0,3354.0,3354.0,121,0.018,0.1,0.0,121,0.0,0,0,121,2.479,5,2,121,4.682,5.7,0.9,121,78.168,82.6,60.2,121,2.123,4.3,0.2,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),121.321,120,77.46,82.0,57.0,1202,NVLink-C2C,5,16,1,1.0235,1.176,1.19,1.17,121,1.137,1.28,0.95,121,1.16,1.19,1.13,121,9.0814,9.7379,N/A,8.6763,5.8412,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,68.65,61.719,68.65,5.47,1202,88.646,96.0,0.0,1202,2427.948,2496.0,208.0,1202,117.251,117.84,117.12,121,111.305,111.89,111.17,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.439,4.57,3.85,121,3.643,3.8,3.2,121,16.0,16.0,16.0,121,0.0,0,0,121,13,2116.943,2184.0,598.0,1202,46726.4,168287,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260721_140945,cpu_performance,gpu_ondemand,nw-cuda,large,1,11.3098,3.0981,0.374,13.3327,256,17016168985.18,25911136256,1471799296,0.0,0,0,6966730584.131,6981914624,6937538560,738754425.705,755130368,705609728,0.0,0,0,684737848.328,685005384,684359880,9,6.122,6.7,3.6,122,3418.721,3917,2585,122,3354.0,3354.0,3354.0,122,0.016,0.1,0.0,122,0.0,0,0,122,2.238,3,2,122,3.985,6.0,0.7,122,61.571,67.5,58.2,122,2.156,5.3,0.1,122,0.0,0.0,0.0,1196,N/A,LPDDR5X (unified),122.071,120,55.819,64.0,53.0,1196,NVLink-C2C,5,16,1,4.4146,1.195,1.21,1.19,122,1.332,1.47,1.23,122,1.225,1.27,1.19,122,0.3762,16.0336,N/A,0.3723,1.739,1,1.0,1.0,5.0,5.0,5.0,1196,1.0,1196,2,1.0,1.0,16.0,16.0,16.0,1196,1.0,1196,22.2,7.639,22.2,5.36,1196,8.53,96.0,0.0,1196,566.034,2515.0,208.0,1196,92.791,117.39,79.0,122,86.845,111.44,73.05,122,0.0,0.0,0.0,122,0.0,0.0,0.0,122,121.69,121.69,121.69,122,28.899,42.69,4.3,122,23.748,35.1,3.5,122,16.0,16.0,16.0,122,0.0,0,0,122,9,825.103,2203.0,591.0,1196,454790.0,1262295,243,0.0,0,243,0.0,0,243,0.0,0,243,0.0,0,243,0.0,0,243
20260721_141220,cpu_performance,gpu_ondemand,nw-cuda,large,2,11.0144,3.0497,0.3718,13.3327,256,16950822828.748,25911144448,1467785216,0.0,0,0,6967123768.195,6982295552,6937923584,738608769.041,755478528,705581056,0.0,0,0,684772455.48,684983432,684415176,9,6.079,7.1,1.0,123,3403.081,3843,2333,123,3354.0,3354.0,3354.0,123,0.02,0.2,0.0,123,0.008,1,0,123,2.236,4,1,123,3.985,5.9,0.7,123,56.944,58.5,53.1,123,2.101,5.3,0.1,123,0.0,0.0,0.0,1206,N/A,LPDDR5X (unified),122.928,120,51.168,55.0,50.0,1206,NVLink-C2C,5,16,1,3.3377,1.162,1.17,1.16,123,1.013,1.14,0.87,123,1.133,1.15,1.12,123,0.3728,14.985,N/A,0.3709,4.5075,1,1.0,1.0,5.0,5.0,5.0,1206,1.0,1206,2,1.0,1.0,16.0,16.0,16.0,1206,1.0,1206,21.18,7.009,21.18,5.03,1206,8.138,96.0,0.0,1206,523.789,2535.0,208.0,1206,92.686,117.78,78.62,123,86.74,111.84,72.67,123,0.0,0.0,0.0,123,0.0,0.0,0.0,123,121.69,121.69,121.69,123,29.004,43.07,3.91,123,23.833,35.4,3.2,123,16.0,16.0,16.0,123,0.0,0,0,123,9,796.6,2216.0,591.0,1206,468179.5,1542289,245,0.0,0,245,0.0,0,245,0.0,0,245,0.0,0,245,0.0,0,245
20260721_141454,cpu_performance,gpu_ondemand,nw-cuda,large,3,12.1127,3.159,0.3704,14.9997,256,16930766348.488,25910476800,1485385728,0.0,0,0,6967839302.764,6982721536,6938292224,738479228.878,755224576,706228224,0.0,0,0,684849069.008,685243152,684592376,8,6.064,7.9,1.0,123,3441.415,7542,2276,123,3354.0,3354.0,3354.0,123,0.019,0.3,0.0,123,0.008,1,0,123,2.26,4,2,123,4.004,5.9,0.8,123,53.864,56.0,50.2,123,2.076,6.0,0.1,123,0.0,0.0,0.0,1204,N/A,LPDDR5X (unified),123.055,120,48.905,52.0,48.0,1204,NVLink-C2C,5,16,1,1.8793,1.149,1.16,1.14,123,1.132,1.28,0.88,123,1.114,1.15,1.07,123,0.3727,16.0959,N/A,0.3695,10.5028,1,1.0,1.0,5.0,5.0,5.0,1204,1.0,1204,2,1.0,1.0,16.0,16.0,16.0,1204,1.0,1204,20.78,6.864,20.78,4.79,1204,7.988,96.0,0.0,1204,549.951,2535.0,208.0,1204,92.805,117.73,79.03,123,86.86,111.78,73.09,123,0.0,0.0,0.0,123,0.0,0.0,0.0,123,121.69,121.69,121.69,123,28.885,42.66,3.96,123,23.736,35.1,3.3,123,16.0,16.0,16.0,123,0.0,0,0,123,8,815.587,2229.0,591.0,1204,435920.3,1446601,245,0.0,0,245,0.0,0,245,0.0,0,245,0.0,0,245,0.0,0,245
20260721_141727,cpu_performance,gpu_ondemand,nw-cuda,large,4,11.6711,3.0449,0.3698,15.0,256,17103139560.727,25911218176,1471348736,0.0,0,0,6969144074.579,6983118848,6938726400,739020224.529,755187712,705826816,0.0,0,0,684945314.182,685240064,684637360,8,6.071,6.7,1.1,121,3406.645,3761,2330,121,3354.0,3354.0,3354.0,121,0.019,0.2,0.0,121,0.0,0,0,121,2.298,4,2,121,3.957,6.0,0.7,121,52.893,54.9,48.7,121,2.124,5.3,0.2,121,0.0,0.0,0.0,1189,N/A,LPDDR5X (unified),121.325,120,47.521,51.0,46.0,1189,NVLink-C2C,5,16,1,0.5581,1.142,1.15,1.13,121,1.131,1.28,0.92,121,1.113,1.14,1.07,121,0.3705,15.7578,N/A,0.3691,14.3887,1,1.0,1.0,5.0,5.0,5.0,1189,1.0,1189,2,1.0,1.0,16.0,16.0,16.0,1189,1.0,1189,20.69,6.831,20.69,4.76,1189,8.365,96.0,0.0,1189,562.941,2535.0,208.0,1189,92.333,117.64,78.93,121,86.387,111.7,72.99,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,29.357,42.76,4.05,121,24.127,35.1,3.3,121,16.0,16.0,16.0,121,0.0,0,0,121,8,823.897,2229.0,591.0,1189,440687.4,1205520,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260721_142001,cpu_performance,gpu_ondemand,nw-cuda,large,5,11.1633,2.9944,0.3699,13.333,256,16890559974.82,25894928384,1468125184,0.0,0,0,6967477566.951,6983499776,6939115520,738023256.131,755064832,705716224,0.0,0,0,685011705.705,685326992,684675880,9,6.08,6.7,1.0,122,3415.123,3878,2326,122,3354.0,3354.0,3354.0,122,0.016,0.2,0.0,122,0.016,1,0,122,2.393,5,1,122,3.979,5.9,0.7,122,51.897,53.3,47.4,122,2.111,5.3,0.2,122,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),122.219,120,46.872,51.0,45.0,1201,NVLink-C2C,5,16,1,3.6832,1.111,1.13,1.1,122,1.004,1.34,0.7,122,1.056,1.12,1.02,122,0.3709,16.1241,N/A,0.3688,3.7763,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,20.42,6.699,20.42,4.62,1201,8.958,96.0,0.0,1201,542.112,2535.0,208.0,1201,93.237,117.76,78.84,122,87.291,111.82,72.89,122,0.0,0.0,0.0,122,0.0,0.0,0.0,122,121.69,121.69,121.69,122,28.453,42.85,3.93,122,23.379,35.2,3.2,122,16.0,16.0,16.0,122,0.0,0,0,122,9,810.077,2229.0,591.0,1201,463003.9,1433435,244,0.0,0,244,0.0,0,244,0.0,0,244,0.0,0,244,0.0,0,244
20260721_142233,cpu_performance,gpu_ondemand,nw-cuda,large,6,11.6423,3.1007,0.3697,15.0,256,17152595747.967,25914826752,1467650048,0.0,0,0,6970332896.264,7034224640,6939521024,739334905.653,756375552,705642496,0.0,0,0,685162187.504,690726648,684721512,8,6.121,8.8,1.1,121,3503.182,8240,2310,121,3354.0,3354.0,3354.0,121,0.021,0.2,0.0,121,0.0,0,0,121,2.298,5,2,121,3.983,7.2,0.7,121,51.236,53.0,46.8,121,2.15,5.8,0.2,121,0.0,0.0,0.0,1190,N/A,LPDDR5X (unified),121.12,120,46.108,50.0,45.0,1190,NVLink-C2C,5,16,1,0.7535,1.117,1.12,1.1,121,1.19,1.29,0.88,121,1.107,1.13,1.03,121,0.3703,15.9343,N/A,0.3688,13.8902,1,1.0,1.0,5.0,5.0,5.0,1190,1.0,1190,2,1.0,1.0,16.0,16.0,16.0,1190,1.0,1190,20.33,6.615,20.33,4.68,1190,8.139,96.0,0.0,1190,531.431,2535.0,208.0,1190,92.397,117.59,78.73,121,86.449,111.64,72.79,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,29.293,42.96,4.1,121,24.073,35.3,3.4,121,16.0,16.0,16.0,121,0.0,0,0,121,8,802.181,2229.0,591.0,1190,441446.4,1295517,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260721_142506,cpu_performance,gpu_ondemand,nw-cuda,large,7,11.5188,3.0299,0.3801,13.3331,256,16935807500.694,25896087552,1468338176,0.0,0,0,6968866765.223,6984273920,6939910144,738730491.769,755617792,706183168,0.0,0,0,685349499.967,685725384,685093840,9,6.064,6.7,1.1,121,3408.595,3816,2316,121,3354.0,3354.0,3354.0,121,0.017,0.1,0.0,121,0.0,0,0,121,2.298,5,2,121,3.948,6.0,0.7,121,51.209,53.1,46.5,121,2.133,5.3,0.1,121,0.0,0.0,0.0,1188,N/A,LPDDR5X (unified),121.071,120,45.935,50.0,44.0,1188,NVLink-C2C,5,16,1,4.824,1.093,1.1,1.08,121,1.017,1.21,0.83,121,1.057,1.09,1.03,121,0.4511,16.0758,N/A,0.3695,0.5682,1,1.0,1.0,5.0,5.0,5.0,1188,1.0,1188,2,1.0,1.0,16.0,16.0,16.0,1188,1.0,1188,20.35,6.685,20.35,4.66,1188,7.721,96.0,0.0,1188,559.579,2535.0,208.0,1188,92.881,117.75,79.0,121,86.933,111.8,73.05,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,28.809,42.69,3.94,121,23.669,35.1,3.2,121,16.0,16.0,16.0,121,0.0,0,0,121,9,822.17,2229.0,591.0,1188,444760.2,1338419,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260721_142739,cpu_performance,gpu_ondemand,nw-cuda,large,8,10.9835,3.0538,0.3699,13.333,256,16894775895.415,25912119296,1469198336,0.0,0,0,6968752744.065,6984663040,6940254208,738506535.545,756019200,706056192,0.0,0,0,685322569.951,685675704,685007888,9,6.098,6.8,1.1,123,3411.081,3846,2301,123,3354.0,3354.0,3354.0,123,0.018,0.1,0.0,123,0.0,0,0,123,2.439,5,2,123,4.001,5.9,0.7,123,50.548,52.3,46.1,123,2.113,5.3,0.1,123,0.0,0.0,0.0,1205,N/A,LPDDR5X (unified),121.935,120,45.405,50.0,44.0,1205,NVLink-C2C,5,16,1,3.2394,1.089,1.11,1.07,123,1.116,1.35,0.87,123,1.068,1.13,1.02,123,0.3707,14.9036,N/A,0.369,4.7389,1,1.0,1.0,5.0,5.0,5.0,1205,1.0,1205,2,1.0,1.0,16.0,16.0,16.0,1205,1.0,1205,20.4,6.586,20.4,4.61,1205,7.677,96.0,0.0,1205,543.72,2535.0,208.0,1205,92.951,117.1,78.86,123,87.003,111.15,72.91,123,0.0,0.0,0.0,123,0.0,0.0,0.0,123,121.69,121.69,121.69,123,28.739,42.83,4.59,123,23.62,35.2,3.8,123,16.0,16.0,16.0,123,0.0,0,0,123,9,810.754,2229.0,591.0,1205,468101.2,1306435,245,0.0,0,245,0.0,0,245,0.0,0,245,0.0,0,245,0.0,0,245
